title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Mahjong Cub3D    ,3DS,Atlus  ,SunSoft  ,6.9  ,N/A  ,0.09m,0.07m,N/A,0.02m,0.01m,11th Oct 11  
Super Puzzle Fighter II    ,GBA,Capcom  ,Atomic Planet Entertainment  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.00m,31st Mar 03  
Brain Voyage    ,DS,Eidos Interactive  ,Razorback Developments  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.01m,05th May 08  
Henry Hatsworth in the Puzzling Adventure    ,DS,Electronic Arts  ,EA Tiburon  ,9.1  ,N/A  ,0.09m,0.08m,0.00m,N/A,0.01m,17th Mar 09  
Sloane to MacHale no Nazo no Monogatari 2    ,DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,03rd Sep 09  
ChuChu Rocket!    ,GBA,Sega  ,Sonic Team  ,8.1  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.00m,10th Jun 01  
Nikoli's Pencil Puzzle    ,3DS,Konami  ,Hudson Soft  ,N/A  ,N/A  ,0.09m,0.05m,0.03m,N/A,0.01m,25th Oct 11  
Bomberman Land Touch!    ,DS,Atlus  ,Hudson Soft  ,N/A  ,N/A  ,0.09m,0.04m,0.00m,0.04m,0.00m,07th Nov 06  
Tokimeki Memorial: Taisen Pazurudama    ,SAT,Konami  ,Konami  ,N/A  ,N/A  ,0.08m,N/A,N/A,0.08m,0.00m,27th Sep 96  
Exit    ,PSP,Ubisoft  ,Taito Corporation  ,7.9  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,14th Feb 06  
Frantix    ,PSP,Sony Online Entertainment  ,Killer Game  ,5.4  ,N/A  ,0.08m,0.08m,0.00m,N/A,0.01m,19th Sep 05  
Smart Bomb    ,PSP,Eidos Interactive  ,Core Design Ltd.  ,N/A  ,N/A  ,0.08m,0.07m,N/A,N/A,0.01m,10th May 05  
Bomberman Jetters    ,GC,Majesco  ,Hudson Soft  ,7.2  ,N/A  ,0.08m,0.06m,0.02m,N/A,0.00m,10th Mar 04  
Me & My Katamari (JP sales)    ,PSP,Namco  ,Namco  ,N/A  ,N/A  ,0.08m,N/A,N/A,0.08m,N/A,21st Mar 06  
Puzzler Mind Gym 3D    ,3DS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.08m,0.07m,N/A,N/A,0.01m,13th Sep 11  
SafeCracker: The Ultimate Puzzle Adventure    ,Wii,The Adventure Company  ,Kheops Studio  ,N/A  ,N/A  ,0.08m,0.07m,0.01m,N/A,0.01m,02nd Dec 08  
Qubed    ,X360,Atari  ,Various  ,N/A  ,N/A  ,0.08m,0.07m,N/A,N/A,0.01m,08th Sep 09  
Bust-A-Move 2 Arcade Edition    ,N64,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,N/A  ,0.08m,0.06m,0.02m,N/A,0.00m,30th Apr 98  
Wetrix    ,N64,Ocean  ,Zed Two Limited  ,8.6  ,N/A  ,0.08m,0.06m,0.02m,N/A,0.00m,12th Jun 98  
Line Rider 2: Unbound    ,DS,"Genius Products, Inc.  ",InXile Entertainment  ,5.0  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,16th Sep 08  
Crush    ,PSP,Sega  ,Zoe Mode  ,8.5  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,29th May 07  
7 Wonders of the Ancient World    ,PSP,Mumbo Jumbo  ,Hot Lava Games  ,5.4  ,N/A  ,0.08m,0.07m,N/A,N/A,0.01m,23rd Apr 07  
Wordfish    ,DS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,02nd Dec 08  
Soul Bubbles    ,DS,Eidos Interactive  ,Mekensleep  ,7.0  ,N/A  ,0.08m,0.05m,0.02m,N/A,0.01m,10th Jun 08  
Whac-A-Mole    ,DS,Activision  ,DC Studios  ,N/A  ,N/A  ,0.08m,0.07m,N/A,N/A,0.01m,21st Sep 05  
Mario vs. Donkey Kong: Tipping Stars    ,3DS,Nintendo  ,Nintendo Software Technology Corporation  ,6.5  ,N/A  ,0.08m,N/A,N/A,0.08m,N/A,05th Mar 15  
PQ: Practical Intelligence Quotient    ,PSP,D3 Publisher  ,Now Production  ,N/A  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,10th Jan 06  
Carol Vorderman's Sudoku    ,PSP,Eidos Interactive  ,Empire Interactive  ,7.4  ,N/A  ,0.08m,0.06m,0.00m,N/A,0.01m,06th Mar 07  
Buster Bros. Collection    ,PS,Capcom  ,Mitchell  ,6.9  ,N/A  ,0.07m,0.04m,0.03m,N/A,0.00m,18th Apr 97  
Touch Detective: Nameko Shigeru    ,3DS,Success  ,Success  ,N/A  ,N/A  ,0.07m,N/A,N/A,0.07m,N/A,28th Feb 13  
Margot's Word Brain    ,DS,Zoo Games  ,Slam Games  ,N/A  ,N/A  ,0.07m,0.07m,0.00m,N/A,0.01m,30th Sep 08  
Bomberman Max 2: Red Advance    ,GBA,Majesco  ,Hudson Soft  ,7.5  ,N/A  ,0.07m,0.05m,0.02m,N/A,0.00m,30th May 02  
Roogoo Attack!    ,DS,SouthPeak Interactive  ,SpiderMonk  ,N/A  ,N/A  ,0.07m,0.07m,N/A,N/A,0.01m,30th Jun 09  
Overlord: Minions    ,DS,Codemasters  ,Triumph Studios  ,N/A  ,N/A  ,0.07m,0.07m,0.00m,N/A,0.01m,23rd Jun 09  
Roll Away    ,PS,Psygnosis  ,Game Design Sweden AB  ,N/A  ,N/A  ,0.07m,0.04m,0.03m,N/A,0.00m,30th Nov 98  
Squishy Tank    ,DS,Natsume  ,Natsume  ,N/A  ,N/A  ,0.07m,0.07m,N/A,N/A,0.01m,23rd Mar 10  
The Rub Rabbits!    ,DS,Sega  ,Sonic Team  ,7.3  ,N/A  ,0.07m,0.03m,0.00m,0.04m,0.00m,13th Feb 06  
Jewel Time Deluxe    ,DS,O-Games  ,O-Games  ,N/A  ,N/A  ,0.07m,0.04m,0.03m,N/A,0.01m,18th Oct 11  
Jewel Link Chronicles: Legend of Athena    ,DS,GSP  ,Avanquest Software  ,N/A  ,N/A  ,0.07m,N/A,0.06m,N/A,0.01m,25th Feb 11  
Make 10: A Journey of Numbers    ,DS,Nintendo  ,MuuMuu  ,N/A  ,N/A  ,0.07m,N/A,0.00m,0.07m,0.00m,26th Sep 08  
Cut the Rope: Triple Treat    ,3DS,Activision  ,ZeptoLab  ,N/A  ,N/A  ,0.07m,0.06m,N/A,N/A,0.01m,25th Mar 14  
Sushi Striker: The Way of Sushido    ,NS,Nintendo  ,Indies Zero  ,7.9  ,N/A  ,0.07m,0.02m,0.01m,0.03m,0.00m,08th Jun 18  
Titanic Mystery    ,DS,O-Games  ,PlayV  ,N/A  ,N/A  ,0.07m,0.05m,0.01m,N/A,0.01m,03rd Apr 12  
Famicom Mini: Wrecking Crew    ,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.07m,N/A,N/A,0.07m,0.00m,21st May 04  
Sudoku Fever    ,GBA,Take-Two Interactive  ,Global Star Software  ,N/A  ,N/A  ,0.07m,0.05m,0.02m,N/A,0.00m,09th Feb 06  
Jewel Quest 5: The Sleepless Star    ,PC,ValuSoft  ,iWin  ,N/A  ,N/A  ,0.07m,0.04m,0.02m,N/A,0.01m,15th Feb 11  
Pipe Mania    ,PSP,Empire Interactive  ,Razorworks Studios  ,N/A  ,N/A  ,0.07m,0.06m,0.00m,N/A,0.01m,26th Sep 08  
Tropix    ,DS,Capcom  ,Capcom  ,N/A  ,N/A  ,0.07m,0.06m,N/A,N/A,0.00m,10th Nov 08  
Super Bomberman R    ,PS4,Konami Digital Entertainment  ,HexaDrive  ,N/A  ,N/A  ,0.06m,0.03m,N/A,0.03m,0.01m,12th Jun 18  
Jewels of the Ages    ,DS,City Interactive  ,City Interactive  ,N/A  ,N/A  ,0.06m,0.03m,0.02m,N/A,0.01m,28th Jun 11  
Kururin Paradise    ,GBA,Unknown  ,Eighting  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,0.00m,N/A  
Santa Claus is Comin' to Town!    ,DS,Crave Entertainment  ,Crave Entertainment  ,N/A  ,N/A  ,0.06m,0.06m,N/A,N/A,0.01m,08th Nov 11  
Bubble Bobble also featuring Rainbow Islands    ,PS,Acclaim Entertainment  ,Probe Entertainment Ltd.  ,N/A  ,N/A  ,0.06m,0.04m,0.02m,N/A,0.00m,06th Sep 96  
Jewel Quest IV: Heritage    ,DS,iWin   ,iWin  ,N/A  ,N/A  ,0.06m,N/A,0.05m,N/A,0.01m,26th Aug 11  
Octomania    ,Wii,Conspiracy Entertainment  ,Compile Heart  ,6.7  ,N/A  ,0.06m,0.06m,0.00m,N/A,0.00m,31st Mar 08  
Sudoku Ball Detective    ,DS,Playlogic Game Factory  ,WhiteBear Studios  ,5.0  ,N/A  ,0.06m,0.06m,0.00m,N/A,0.00m,22nd Sep 09  
Bubble Bobble: Old & New    ,GBA,Empire Interactive  ,Taito Corporation  ,5.5  ,N/A  ,0.06m,0.04m,0.02m,N/A,0.00m,28th Sep 04  
Challenge Me: Brain Puzzles    ,DS,O-Games  ,Oxygen Interactive  ,N/A  ,N/A  ,0.06m,0.06m,0.00m,N/A,0.00m,26th May 09  
OK! Puzzle Stars    ,DS,Ubisoft  ,TBD  ,N/A  ,N/A  ,0.06m,N/A,0.05m,N/A,0.01m,23rd Apr 10  
DropCast    ,DS,THQ  ,Mikoishi  ,N/A  ,N/A  ,0.06m,0.06m,N/A,N/A,0.00m,22nd Sep 08  
Arkanoid DS    ,DS,Square Enix  ,Taito Corporation  ,N/A  ,N/A  ,0.06m,0.06m,0.00m,N/A,0.00m,17th Jun 08  
Santa Claus Is Comin' to Town!    ,Wii,Crave Entertainment  ,Crave Entertainment  ,N/A  ,N/A  ,0.06m,0.06m,N/A,N/A,0.00m,08th Nov 11  
Puyo Puyo Tetris    ,PSV,Sega  ,Sonic Team  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,N/A,06th Feb 14  
Bust-A-Move '99    ,N64,Acclaim Entertainment  ,Distinctive Developments Ltd  ,N/A  ,N/A  ,0.06m,0.05m,0.01m,N/A,0.00m,30th Apr 99  
Worms Blast    ,GC,Ubisoft  ,Team17 Software  ,N/A  ,N/A  ,0.06m,0.05m,0.01m,N/A,0.00m,24th Oct 02  
Rock Blast    ,DS,UFO Interactive  ,UFO Interactive  ,N/A  ,N/A  ,0.06m,0.06m,N/A,N/A,0.00m,05th Aug 08  
Puzzler Collection    ,Wii,Zoo Digital Publishing  ,Route 1 Games  ,N/A  ,N/A  ,0.06m,0.05m,0.00m,N/A,0.00m,29th Jul 08  
Jewel Link Chronicles: Mountains of Madness     ,DS,Unknown  ,Avanquest Software  ,N/A  ,N/A  ,0.06m,N/A,0.05m,N/A,0.01m,08th Feb 12  
3D Lemmings    ,PS,Psygnosis  ,Clockwork Games  ,7.0  ,N/A  ,0.06m,0.03m,0.02m,N/A,0.00m,01st Nov 95  
Ivy the Kiwi?    ,Wii,Xseed Games  ,PROPE  ,7.5  ,N/A  ,0.06m,0.04m,0.02m,N/A,0.00m,24th Aug 10  
Dig Dug: Digging Strike    ,DS,Namco  ,Namco  ,N/A  ,N/A  ,0.06m,0.05m,0.00m,N/A,0.00m,18th Oct 05  
Adventures of Lolo    ,NES,HAL Laboratory  ,HAL Laboratory  ,N/A  ,N/A  ,0.06m,0.06m,N/A,N/A,N/A,01st Apr 89  
Honeycomb Beat    ,DS,Konami  ,Hudson Soft  ,N/A  ,N/A  ,0.06m,0.05m,0.00m,N/A,0.00m,02nd Apr 07  
Crazy Chicken: Pharaoh's Treasure     ,DS,Mumbo Jumbo  ,Phenomedia  ,N/A  ,N/A  ,0.06m,0.05m,N/A,N/A,0.00m,11th Jun 09  
Jumble Madness    ,DS,Destineer  ,Anino Entertainment  ,N/A  ,N/A  ,0.06m,0.06m,N/A,N/A,0.00m,20th Jan 09  
Challenge Me: Brain Puzzles 2    ,Wii,O-Games  ,O Games  ,N/A  ,N/A  ,0.06m,0.00m,0.05m,N/A,0.00m,26th Oct 10  
Zendoku    ,DS,Eidos Interactive  ,Zoonami Ltd.  ,N/A  ,N/A  ,0.06m,0.05m,0.00m,N/A,0.00m,26th Jun 07  
Mighty Beanz: Pocket Puzzles    ,GBA,Majesco  ,Radius9  ,N/A  ,N/A  ,0.06m,0.04m,0.01m,N/A,0.00m,07th Jun 04  
Roogoo Twisted Towers    ,Wii,SouthPeak Interactive  ,SpiderMonk  ,N/A  ,N/A  ,0.06m,0.05m,N/A,N/A,0.00m,30th Jun 09  
GunPey    ,PSP,Namco Bandai  ,Q Entertainment  ,N/A  ,N/A  ,0.05m,0.05m,0.00m,N/A,0.01m,17th Nov 06  
Bombastic    ,PS2,Capcom  ,Shift  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.01m,27th Aug 03  
Famicom Mini: Dig Dug    ,GBA,Namco  ,Namco  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,0.00m,21st May 04  
Match 3 Madness    ,DS,Unknown  ,Most Wanted Entertainment  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.01m,26th Jul 11  
Bust-A-Bloc    ,PS2,Midas Interactive Entertainment  ,D3 Publisher  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,31st Oct 03  
Puyo Puyo 7    ,Wii,Sega  ,Sega  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,26th Nov 09  
Countdown: The Game    ,Wii,Mindscape  ,Mindscape  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.00m,13th Nov 09  
Jewel Legends: Tree of Life    ,DS,Rising Star   ,Rising Star Games  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.01m,17th Jun 11  
Myth Makers: Orbs of Doom    ,Wii,Bold Games  ,Data Design Interactive  ,N/A  ,N/A  ,0.05m,0.05m,0.00m,N/A,0.00m,31st Dec 07  
4 Elements    ,PC,eGames  ,Playrix Entertainment  ,N/A  ,N/A  ,0.05m,N/A,0.04m,N/A,0.01m,11th May 09  
Ultra Bust-A-Move    ,XB,Majesco  ,Taito Corporation  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,04th Nov 04  
Jewel Master: Cradle of Persia    ,DS,Rising Star Games  ,Rising Star Games  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.00m,24th Jul 14  
Mawashite Tsunageru Touch Panic    ,DS,Nintendo  ,Aki Corporation  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,25th May 06  
Prism: Light the Way    ,DS,Eidos Interactive  ,Game Sauce  ,N/A  ,N/A  ,0.05m,0.05m,0.00m,N/A,0.00m,17th Oct 07  
Ivy the Kiwi?    ,DS,Xseed Games  ,PROPE  ,7.3  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,24th Aug 10  
Puyo Pop    ,GBA,THQ  ,Sonic Team  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,11th Feb 02  
Turbo Turtle Adventure    ,GBA,Majesco  ,Iridon Interactive AB  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,14th Sep 02  
PQ2: Practical Intelligence Quotient    ,PSP,D3 Publisher  ,Now Production  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,18th Jun 07  
The Lost Vikings    ,GBA,Blizzard Entertainment  ,Mass Media  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,25th Mar 03  
Bejeweled Twist    ,PC,PopCap Games  ,PopCap Games  ,N/A  ,N/A  ,0.05m,0.01m,0.04m,N/A,0.01m,27th Oct 08  
Beastly Frantic Foto    ,DS,Storm City Games  ,Storm City Games  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.00m,22nd Feb 11  
Baku Baku    ,SAT,Sega  ,Sega-AM2  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,0.00m,31st Aug 96  
Fishdom    ,DS,Atari  ,Playrix Entertainment  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.00m,28th Jun 11  
Super Bust-A-Move    ,GBA,Ubisoft  ,Taito Corporation  ,N/A  ,N/A  ,0.05m,0.03m,0.01m,N/A,0.00m,27th Nov 01  
ZooCube    ,GBA,Acclaim Entertainment  ,PuzzleKings  ,8.6  ,N/A  ,0.05m,0.03m,0.01m,N/A,0.00m,14th May 02  
Block Kuzushi    ,SNES,Pow  ,Planning Office Wada  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,0.00m,17th Nov 95  
Zoop    ,PS,Viacom  ,Hookstone Productions  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.00m,31st Oct 95  
Jewel Quest Mysteries    ,DS,Activision  ,Activision  ,N/A  ,N/A  ,0.05m,0.03m,0.01m,N/A,0.00m,03rd Nov 09  
GunPey DS    ,DS,Namco Bandai  ,Art  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,17th Nov 06  
Battleship / Connect Four / Sorry! / Trouble    ,DS,"Destination Software, Inc  ",Gravity-I  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,17th Aug 06  
The Lost Treasures of Alexandria    ,DS,Unknown  ,Licensed 4U  ,N/A  ,N/A  ,0.05m,N/A,0.04m,N/A,0.01m,26th Aug 11  
Balloon Pop    ,Wii,UFO Interactive  ,"Dreams, Inc.  ",N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,23rd Oct 07  
Marvel Pinball: Epic Collection Volume 1    ,XOne,Nighthawk Interactive  ,Nighthawk Interactive  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,08th Nov 16  
Super Bubble Pop    ,GC,Jaleco  ,Runecraft  ,4.2  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,03rd Jan 03  
Boing! Docomodake DS    ,DS,Ignition Entertainment  ,AQ Interactive  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,10th Mar 09  
Color Cross    ,DS,Zoo Games  ,Little Worlds Studio  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,18th May 10  
Professor Heinz Wolff's Gravity    ,DS,Deep Silver  ,EM Studios  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,06th Apr 09  
Bubble Bobble Revolution    ,DS,Codemasters  ,Dreams  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,03rd Oct 06  
Inspector Gadget: Gadget's Crazy Maze    ,PS,Ubisoft  ,Vision Media Engineering  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.00m,15th Aug 01  
Puyo Puyo Tetris    ,PS3,Sega  ,Sonic Team  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,06th Feb 14  
Rat Attack!    ,PS,Mindscape  ,Pure Entertainment  ,N/A  ,N/A  ,0.04m,0.03m,0.02m,N/A,0.00m,31st Aug 99  
Nanda's Island    ,DS,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,28th Mar 11  
I.Q. Remix+: Intelligent Qube    ,PS2,Sony Computer Entertainment  ,SCEA  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,23rd Mar 00  
Jewel Master: Cradle Of Rome 2    ,PC,Rising Star   ,Rising Star Games  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.01m,21st Oct 11  
The Talos Principle    ,PS4,Nighthawk Interactive  ,Croteam  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.01m,13th Oct 15  
Casual Mania!    ,DS,Destineer  ,Most Wanted Entertainment  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,23rd Feb 10  
Puyo Pop Fever     ,PSP,Ignition Entertainment  ,Sonic Team  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,19th May 06  
Challenge Me: Maths Workout    ,DS,O-Games  ,Oxygen Interactive  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,26th May 09  
Mortimer Beckett and the Secrets of Spooky Manor    ,Wii,Mumbo Jumbo  ,Paprikari  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,18th Nov 08  
Zoo Quest: Puzzle Fun!    ,DS,DreamCatcher Interactive  ,DreamCatcher Interactive  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,22nd Dec 08  
WTF: Work Time Fun    ,PSP,D3 Publisher  ,Sony Computer Entertainment  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,17th Oct 06  
Jewel Quest Mysteries 2: Trail of the Midnight Heart    ,DS,Unknown  ,Licensed 4U  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.00m,25th Nov 11  
Chibi Maruko-Chan DS: Maru-Chan no Machi    ,DS,Namco Bandai  ,Banpresto  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,05th Feb 09  
PopCap Arcade Vol 1    ,X360,PopCap Games  ,PopCap Games  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,15th Nov 07  
Platinum Sudoku    ,DS,Ubisoft  ,Gameloft  ,N/A  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,03rd Jul 07  
The Treasures of Montezuma    ,DS,O-Games  ,Most Wanted Entertainment  ,N/A  ,N/A  ,0.04m,0.02m,0.02m,N/A,0.00m,28th Sep 10  
Meteos: Disney Magic    ,DS,Disney Interactive Studios  ,Q Entertainment  ,7.3  ,N/A  ,0.04m,0.01m,0.02m,N/A,0.00m,20th Feb 07  
Luxor: Pharaoh's Challenge     ,Wii,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.04m,0.01m,0.02m,N/A,0.00m,15th Jan 08  
Famicom Mini: Clu Clu Land    ,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,0.00m,21st May 04  
Rollin' Rascals    ,DS,Majesco  ,Hoget  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,12th May 09  
Bomberman: Act Zero    ,X360,Konami  ,Hudson Soft  ,3.5  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,29th Aug 06  
Denki Blocks!    ,GBA,Majesco  ,Denki  ,8.0  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,30th Oct 01  
Ballistic    ,PS,Atari  ,Atari  ,7.9  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,31st Oct 99  
Quiz Mobile Gundam: Toi Senshi DX    ,PSP,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,13th Jul 06  
Jig-A-Pix: Pets    ,DS,Zushi Games  ,Zushi Games Ltd  ,N/A  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,20th Nov 09  
Sushi Striker: The Way of Sushido    ,3DS,Nintendo  ,Indies Zero  ,N/A  ,N/A  ,0.04m,0.02m,N/A,0.02m,0.00m,08th Jun 18  
Fading Shadows    ,PSP,Agetec  ,Ivolgamus  ,7.0  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,03rd Jul 08  
Lumo    ,PS4,Rising Star Games  ,Triple Eh?  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.01m,30th Aug 16  
Bubble Bobble Double Shot    ,DS,Ignition Entertainment  ,Dreams  ,N/A  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,03rd Mar 08  
Logic Machines    ,DS,City Interactive  ,City Interactive  ,N/A  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,13th Oct 10  
Mr. Driller    ,PS,Namco  ,Namco  ,N/A  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,09th May 00  
Napoleon Dynamite: The Game    ,PSP,Crave Entertainment  ,7 Studios  ,4.3  ,N/A  ,0.04m,0.03m,N/A,N/A,0.00m,23rd Oct 07  
Sudoku Ball Detective    ,Wii,Playlogic Game Factory  ,WhiteBear Studios  ,N/A  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,13th Oct 09  
Ailu de Puzzle    ,PSP,Capcom  ,Natsume Atari  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,19th Jul 12  
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi    ,WiiU,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Nov 14  
Marvel Pinball: Epic Collection Volume 1    ,PS4,Nighthawk Interactive  ,Nighthawk Interactive  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.01m,08th Nov 16  
Paddington: Adventures in London    ,3DS,Microids  ,Neko Entertainment  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.00m,11th Aug 15  
Puyo Pop Fever(us sales)    ,DS,Atlus  ,Sega  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,N/A,03rd May 05  
7 Wonders: Treasures of Seven    ,DS,Mumbo Jumbo  ,Avanquest Software  ,N/A  ,N/A  ,0.03m,0.01m,0.02m,N/A,0.00m,03rd Dec 11  
Challenge Me: Word Puzzles    ,DS,O-Games  ,O Games  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,27th Sep 11  
Puyo Puyo 7    ,PSP,Sega  ,Sega  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Nov 09  
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX    ,NS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,08th Nov 19  
World of Goo    ,PC,Take-Two Interactive  ,2D Boy  ,9.0  ,N/A  ,0.03m,N/A,0.03m,N/A,0.01m,21st Oct 08  
Shifting World    ,3DS,Aksys Games  ,Nippon Columbia  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th Apr 12  
Cake Mania: Baker's Challenge    ,PSP,Destineer  ,Sandlot Games  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,23rd Oct 08  
Doodle Hex    ,DS,Unknown  ,Tragnarion Studios  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,31st Dec 20  
Junior Island Adventure    ,DS,Unknown  ,Maximum Family Games  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,06th Sep 11  
Jewel Master: Cradle of Rome    ,Wii,Destineer  ,cerasus.media GmbH  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,31st Mar 09  
Sacra Terra: Angelic Night    ,PC,Viva Media  ,"Viva Media, LLC  ",N/A  ,N/A  ,0.03m,0.01m,0.02m,N/A,0.01m,12th Oct 11  
Mahjong 300    ,DS,Avanquest  ,Avanquest Software  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,16th Sep 11  
Crazy Machines    ,DS,DTP Entertainment  ,FAKT Software GmBH  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,01st Nov 08  
Mystery Case Files: Ravenhearst    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.03m,0.01m,0.02m,N/A,0.00m,08th Jan 07  
Jig-A-Pix: Wild World    ,DS,Destineer  ,Zushi Games Ltd  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,04th Mar 10  
