title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Utawarerumono: Mask of Deception    ,PS3,Aqua Plus  ,Aqua Plus  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,N/A,24th Sep 15  
Monkey Island: Special Edition Collection    ,X360,Activision  ,LucasArts  ,N/A  ,N/A  ,0.06m,N/A,0.05m,N/A,0.01m,09th Sep 11  
King's Quest: The Complete Collection    ,PS4,Activision  ,The Odd Gentlemen  ,N/A  ,N/A  ,0.06m,0.05m,N/A,N/A,0.01m,24th Oct 16  
Broken Sword II: The Smoking Mirror    ,PS,Crave Entertainment  ,Revolution Software  ,7.3  ,N/A  ,0.06m,0.03m,0.02m,N/A,0.00m,14th Nov 99  
Myst    ,SAT,Acclaim Entertainment  ,SunSoft  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,0.00m,01st Jan 95  
Toaru Kagaku no Chou Denjihou    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,N/A,08th Dec 11  
Angelique Trois    ,PS2,KOEI  ,Koei/Inis  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,N/A,22nd Nov 00  
KimiKiss (ebKore+)    ,PS2,Enterbrain  ,Enterbrain  ,N/A  ,N/A  ,0.06m,N/A,N/A,0.06m,N/A,14th Feb 08  
Gold and Glory: The Road to El Dorado    ,PS,Ubisoft  ,Revolution Software  ,N/A  ,N/A  ,0.06m,0.03m,0.02m,N/A,0.00m,19th Dec 00  
Goosebumps: The Game    ,3DS,GameMill Entertainment  ,WayForward Technologies  ,N/A  ,N/A  ,0.06m,0.05m,0.00m,N/A,0.01m,13th Oct 15  
Carmen Sandiego: The Secret of the Stolen Drums    ,PS2,BAM! Entertainment  ,Artificial Mind and Movement  ,N/A  ,N/A  ,0.06m,0.03m,0.02m,N/A,0.01m,08th Sep 04  
The Invisible Hours    ,XOne,Tequila Works  ,Tequila Works  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.01m,24th Apr 18  
Unsolved Crimes    ,DS,Atari  ,Now Production  ,6.0  ,N/A  ,0.05m,0.04m,0.01m,N/A,N/A,30th Sep 08  
Life is Strange    ,PC,Square Enix  ,DONTNOD Entertainment  ,N/A  ,N/A  ,0.05m,0.01m,0.04m,N/A,0.00m,19th Jan 16  
Coraline    ,Wii,D3 Publisher  ,Papaya Studios  ,N/A  ,N/A  ,0.05m,0.05m,0.00m,N/A,0.00m,27th Jan 09  
Marvel's Guardians of the Galaxy: The Telltale Series    ,XOne,Warner Bros. Interactive Entertainment  ,Telltale Games  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.01m,02nd May 17  
Hakuouki: Reimeiroku    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,28th Oct 10  
PokePark 2: Wonders Beyond    ,Wii,Nintendo  ,"Creatures, Inc.  ",N/A  ,N/A  ,0.05m,0.03m,N/A,0.03m,N/A,27th Feb 12  
Jirou Akagawa: Majotachi no Nemuri    ,SNES,Pack-In-Video  ,Pack-In-Video  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,0.00m,24th Nov 95  
Black Mirror    ,PS4,THQ Nordic  ,KING Art Games  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,28th Nov 17  
LEGO Harry Potter: Years 1-4    ,PC,Warner Bros. Interactive  ,Telltale Games  ,8.2  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.01m,29th Jun 10  
"Murder, She Wrote    ",PC,Legacy Interactive  ,Legacy Interactive  ,N/A  ,N/A  ,0.05m,N/A,0.04m,N/A,0.01m,12th Nov 09  
The Lost Chronicles of Zerzura    ,PC,Unknown  ,Cranberry Production  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.00m,30th Mar 12  
King Arthur    ,XB,Konami  ,Krome Studios  ,6.5  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,16th Nov 04  
Jake Power: Policeman    ,DS,Ubisoft  ,Magic Pockets  ,N/A  ,N/A  ,0.05m,0.05m,0.00m,N/A,0.00m,17th Feb 09  
Myst IV: Revelation    ,XB,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,29th Mar 05  
Samantha Swift and the Hidden Roses of Athena    ,DS,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,26th Jul 10  
Scribblenauts Mega Pack    ,NS,Warner Bros. Interactive Entertainment  ,Shiver Games  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.01m,18th Sep 18  
Agatha Christie's The ABC Murders    ,XOne,Unfinished Pixel  ,Artefacts Studio  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.01m,23rd Feb 16  
Mr Bean's Wacky World of Wii    ,Wii,Blast! Entertainment Ltd  ,Blast Games  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.00m,06th Feb 09  
Sherlock Holmes: Crimes & Punishments    ,X360,Focus Home Interactive  ,Frogwares  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.00m,30th Sep 14  
Shifters    ,PS2,3DO  ,3DO  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.01m,17th Jun 02  
The Mysterious Case of Dr. Jekyll and Mr. Hyde    ,DS,O-Games  ,O-Games  ,N/A  ,N/A  ,0.05m,0.02m,0.03m,N/A,0.00m,09th Aug 11  
Brothers: A Tale of Two Sons    ,XOne,505 Games  ,Starbreeze Studios  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.01m,01st Sep 15  
Back to the Future: The Game    ,Wii,Telltale Games  ,Telltale Games  ,7.0  ,N/A  ,0.05m,0.05m,0.00m,N/A,0.00m,25th Oct 11  
Trick x Logic: Season 1    ,PSP,Sony Computer Entertainment  ,ChunSoft  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,22nd Jul 10  
DokiDoki Majo Shinpan!    ,DS,SNK Playmore  ,SNK Playmore Corporation  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,05th Jul 07  
Starry * Sky: In Spring - PSP Edition    ,PSP,Asgard  ,Asgard  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,24th Jun 10  
Little Busters! Converted Edition    ,PS2,Prototype  ,Key  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,24th Dec 09  
Sam & Max: Beyond Time and Space    ,Wii,Atari  ,Telltale Games  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.00m,09th Mar 10  
Taiho Shichauzo!    ,PS,Pioneer LDC  ,Pioneer LDC  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,0.00m,29th Mar 01  
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure    ,DS,Activision  ,Humagade  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.00m,08th Nov 05  
The Idolm@ster: Dearly Stars    ,DS,Namco Bandai  ,Microvision  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,17th Sep 09  
The Walking Dead: A Telltale Series Collection    ,XOne,Warner Bros. Interactive Entertainment  ,Telltale Games  ,N/A  ,N/A  ,0.05m,0.05m,N/A,N/A,0.01m,05th Dec 17  
Second Sight    ,GC,Codemasters  ,Free Radical Design  ,7.9  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,21st Sep 04  
Marriage Royale: Prism Story    ,PSP,ASCII Media Works  ,ASCII Media Works  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,28th Apr 10  
Syberia III    ,PS4,Anuman  ,Unknown  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.01m,01st Jan 16  
Detective Conan: Prelude from the Past    ,DS,Namco Bandai Games  ,Spike Chunsoft  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,19th Apr 12  
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,15th Jul 10  
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases    ,PSP,Bandai  ,Alfa System  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,27th Apr 06  
Corpse Party    ,PSP,Xseed Games  ,Team GrisGris  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,22nd Nov 11  
Chronicles of the Sword    ,PS,Psygnosis  ,Synthetic Dimensions  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.00m,01st Jun 96  
Secret Files: Tunguska    ,DS,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,N/A  ,N/A  ,0.05m,0.04m,0.01m,N/A,0.00m,10th Mar 10  
Harukanaru Toki no Naka de 3    ,PS2,KOEI  ,Koei  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,22nd Dec 04  
Corpse Party: Blood Covered - Repeated Fear    ,3DS,5pb  ,Team GrisGris  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,30th Jul 15  
Durarara!! 3-way Standoff    ,PSP,ASCII Media Works  ,Kadokawa Games  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,22nd Sep 10  
Tokimeki Memorial Girl's Side 2nd Kiss    ,PS2,Konami  ,Konami  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,03rd Aug 06  
Don't Starve    ,PS4,Klei Entertainment  ,Klei Entertainment  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,17th Apr 18  
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o     ",PS2,505 Games  ,Banpresto  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,15th Feb 08  
Sherlock Holmes: Crimes & Punishments    ,PC,Focus Home Interactive  ,Frogwares  ,N/A  ,N/A  ,0.05m,N/A,0.05m,N/A,0.00m,30th Sep 14  
White Album: Tsuzurareru Fuyu no Omoide    ,PS3,Aquaplus  ,Aquaplus  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,24th Jun 10  
Harukanaru Toki no Naka de: Yumenoukihashi    ,DS,KOEI  ,Koei  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,21st Aug 08  
Yowamushi Pedal Asu e no High Cadence    ,3DS,Namco Bandai Games  ,Bandai Namco  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,29th Jan 15  
D.Gray-man: Kami no Shitotachi    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,29th Mar 07  
ARK Park    ,PS4,Snail Games USA  ,Snail Games USA  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,30th Oct 18  
Koihime Musou    ,PS2,Yeti  ,Yeti  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,20th Nov 08  
Kekkon Zenya    ,SAT,Shogakukan  ,Shogakukan Production  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,0.00m,27th Oct 95  
Tokimeki Memorial: Girls Side 1st Love    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,15th Mar 07  
Treasure Report: Kikai Jikake no Isan    ,DS,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,26th May 11  
LEGO Indiana Jones 2: The Adventure Continues    ,PC,LucasArts  ,Traveller's Tales  ,6.8  ,N/A  ,0.05m,0.02m,0.03m,N/A,0.01m,17th Nov 09  
Detective Conan: Marionette Symphony    ,3DS,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,25th Apr 13  
M&M's Adventure    ,DS,Zoo Digital Publishing  ,Nikitova Games  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.00m,02nd Dec 08  
Batman: The Enemy Within    ,XOne,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,03rd Oct 17  
Wii de Asobu Chibi-Robo!    ,Wii,Nintendo  ,skip Ltd.  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,11th Jun 09  
To Heart 2 DX Plus    ,PS3,Aquaplus  ,Aquaplus  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,22nd Sep 11  
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu    ,PSP,Namco Bandai  ,Namco Bandai Games  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,03rd Mar 11  
Snoopy vs the Red Baron    ,PSP,Namco Bandai  ,Smart Bomb Interactive  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.00m,24th Oct 06  
Crusader: No Remorse    ,PS,Electronic Arts  ,Realtime Associates  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.00m,31st Dec 96  
King's Quest: The Complete Collection    ,XOne,Activision  ,The Odd Gentlemen  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,24th Oct 16  
Time Travelers    ,PSV,Level 5  ,Level 5  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,12th Jul 12  
Shin Kamaitachi no Yoru: 11 Hitome no Suspect    ,PSV,ChunSoft  ,ChunSoft  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,17th Dec 11  
Hiiro no Kakera DS    ,DS,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,22nd May 08  
Arcana Famiglia: La storia della Aracana Famiglia    ,PSP,Comfort  ,Comfort  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,27th Oct 11  
Jake Hunter Detective Story: Ghost of the Dusk    ,3DS,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,0.05m,0.03m,N/A,0.01m,0.00m,28th Sep 18  
The Misadventures of Tron Bonne    ,PS,Capcom  ,Capcom  ,N/A  ,N/A  ,0.05m,0.03m,0.02m,N/A,0.00m,30th Apr 00  
March of the Penguins    ,DS,DSI Games  ,DSI Games  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,27th Nov 06  
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs    ,PS4,NIS America  ,Toybox Games  ,N/A  ,N/A  ,0.05m,0.04m,N/A,N/A,0.01m,20th Sep 16  
Lux-Pain    ,DS,Ignition Entertainment  ,Killaware  ,N/A  ,N/A  ,0.05m,0.04m,0.00m,N/A,0.00m,24th Mar 09  
Kimi ni Todoke: Tsutaeru Kimochi    ,DS,Banpresto  ,Namco Bandai Games  ,N/A  ,N/A  ,0.05m,N/A,N/A,0.05m,N/A,07th Apr 11  
Grey's Anatomy: The Video Game    ,DS,Ubisoft  ,Longtail Studios  ,N/A  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,04th Mar 09  
Tomoyo After: It's a Wonderful Life CS Edition    ,PSP,Prototype  ,Key  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,19th Feb 09  
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!    ,3DS,Happinet  ,Happinet  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,20th Nov 14  
Shaun the Sheep    ,DS,D3 Publisher  ,Art  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,23rd Sep 08  
Zero Escape The Nonary Games    ,PS4,Aksys Games  ,Spike Chunsoft  ,N/A  ,N/A  ,0.04m,0.03m,N/A,0.01m,0.01m,24th Mar 17  
D.C.F.S.: Da Capo Four Seasons    ,PS2,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,15th Dec 05  
Hanayori Danshi: Koi Seyo Onago    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,10th Jul 08  
Cat Quest    ,NS,PQube  ,The Gentlebros  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,09th Oct 18  
Black Mirror 2    ,PC,DTP Entertainment  ,Cranberry Production  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.01m,25th Sep 09  
B's-LOG Party♪    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,20th May 10  
King Arthur    ,GC,Konami  ,Krome Studios  ,6.6  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,18th Nov 04  
Chicken Shoot    ,GBA,Zoo Digital Publishing  ,Zuxxez  ,N/A  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,23rd Sep 05  
Uta no Prince-Sama: Repeat Love    ,PSV,Broccoli  ,Broccoli  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,28th Jan 17  
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku    ,PSV,5pb  ,5pb. Inc.  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Oct 16  
Corpse Party: Book of Shadows    ,PSP,5pb  ,Team GrisGris  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,01st Sep 11  
428: Fuusa Sareta Shibuya de    ,PSP,Spike  ,ChunSoft  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,17th Sep 09  
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic    ,PS2,Konami  ,WinkySoft  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,21st Dec 06  
To Heart 2 Portable    ,PSP,Aquaplus  ,Aquaplus  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,30th Jul 09  
Runaway: A Twist of Fate    ,PC,Focus Home Interactive  ,Pendulo Studios  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.01m,18th Nov 09  
Twilight Syndrome: Kinjiratera Toshi Densetsu    ,DS,Spike  ,Spike  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,24th Jul 08  
The Smurfs    ,PS,Atari  ,Doki Denki  ,N/A  ,N/A  ,0.04m,0.02m,0.02m,N/A,0.00m,14th Dec 99  
Blood Will Tell: Tezuka Osamu's Dororo     ,PS2,Sega  ,Wow Entertainment  ,N/A  ,N/A  ,0.04m,0.02m,0.02m,N/A,0.01m,21st Sep 04  
Coraline    ,DS,D3 Publisher  ,Art  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,27th Jan 09  
The Wolf Among Us    ,PSV,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.01m,04th Nov 14  
Heavy Rain: Move Edition    ,PS3,Sony Computer Entertainment  ,Quantic Dream  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.01m,08th Oct 10  
Kanuchi: Shiroki Tsubasa no Shou    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,02nd Oct 08  
Saki Portable    ,PSP,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Mar 10  
Renai Revenge    ,PSV,TGL  ,TGL  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,29th Oct 15  
Sea Monsters: A Prehistoric Adventure    ,Wii,DSI Games  ,Atomic Planet Entertainment  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,27th Dec 07  
Secret Files: Tunguska    ,PC,The Adventure Company  ,Fusionsphere Systems / Animation Arts  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.00m,30th Oct 06  
Diabolik Lovers: Lunatic Parade    ,PSV,Idea Factory  ,Unknown  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Feb 16  
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu    ",DS,Marvelous Interactive  ,Marvelous Interactive  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,26th Oct 06  
Adventure Time: Pirates of the Enchiridion     ,XOne,Outright Games  ,Outright Games  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,17th Jul 18  
Amnesia    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,18th Aug 11  
NCIS    ,PC,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.04m,0.01m,0.02m,N/A,0.01m,01st Nov 11  
LEGO Indiana Jones: The Original Adventures    ,PC,LucasArts  ,Traveller's Tales  ,N/A  ,N/A  ,0.04m,0.02m,0.02m,N/A,0.00m,03rd Jun 08  
Little Busters! Converted Edition    ,PSP,Prototype  ,Prototype  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Nov 10  
Gormiti: The Lords of Nature!    ,Wii,Konami  ,Climax Group  ,N/A  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,21st Sep 10  
B.L.U.E.: Legend of Water    ,PS,Unknown  ,Unknown  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,0.00m,N/A  
Shukufuku no Campanella Portable    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,30th Sep 10  
Chaos;Head - Love Chu*Chu!    ,PSP,5pb  ,Nitroplus  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Jan 11  
Game of Thrones: A Telltale Games Series    ,XOne,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,03rd Dec 14  
12Riven: The Psi-Climinal of Integral    ,PS2,CyberFront  ,KID Corporation  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,13th Mar 08  
Alia's Carnival! Sacrament    ,PSV,Dramatic Create  ,Dramatic Create  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,29th Oct 15  
Game of Thrones: A Telltale Games Series    ,X360,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,03rd Dec 14  
Gakuen Hetalia Portable    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,24th Mar 11  
Gray Matter    ,X360,DTP Entertainment  ,Wizarbox Studios  ,N/A  ,N/A  ,0.04m,N/A,0.04m,N/A,0.00m,25th Feb 11  
Scribblenauts Mega Pack    ,XOne,Warner Bros. Interactive Entertainment  ,Shiver Games  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,18th Sep 18  
Haunted Casino    ,SAT,Societa  ,Societa  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Sep 96  
Arctic Tale    ,Wii,DSI Games  ,Atomic Planet Entertainment  ,N/A  ,N/A  ,0.04m,0.04m,0.00m,N/A,0.00m,10th Oct 07  
S.Y.K Renshouden Portable    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,21st Apr 11  
Cube Creator DX    ,3DS,Arc System Works  ,Big John Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Apr 17  
Here They Lie    ,PS4,Sony Interactive Entertainment  ,Tangentlemen  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.01m,13th Oct 16  
Imabikisou    ,PS3,Sega  ,ChunSoft  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Oct 07  
Hakuouki: Reimeiroku Portable    ,PSP,Idea Factory  ,Otomate  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,28th Jul 11  
Reco Love: Blue Ocean    ,PSV,Kadokawa Games  ,Dingo Inc.  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,01st Oct 16  
Super Robot Gakuen    ,DS,Namco Bandai  ,Banpresto  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Aug 09  
Don't Starve: Giant Edition    ,XOne,505 Games  ,Klei Entertainment  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,17th Apr 18  
Clannad    ,PS2,Interchannel  ,Visual Arts  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,23rd Feb 06  
Scribblenauts Mega Pack    ,PS4,Warner Bros. Interactive Entertainment  ,Shiver Games  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.01m,18th Sep 18  
Durarara!! 3way Standoff: Alley    ,PSP,Kadokawa Shoten  ,Kadokawa Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Aug 11  
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,17th Mar 11  
Zac to Ombra: Maboroshi no Yuuenchi    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,28th Oct 10  
Shadow of the Colossus    ,PS3,Sony Computer Entertainment  ,Bluepoint Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,22nd Sep 11  
99 no Namida    ,DS,Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,05th Jun 08  
Clannad    ,PSP,Prototype  ,Visual Arts  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,29th May 08  
Ookami to Koushinryou: Boku to Horo no Ichinen    ,DS,ASCII Media Works  ,ASCII Media Works  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,26th Jun 08  
Time Travelers    ,3DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,12th Jul 12  
Herc's Adventures    ,PS,LucasArts  ,Big Ape Productions  ,N/A  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,31st Jul 97  
Dreamfall: The Longest Journey    ,XB,Aspyr  ,Funcom  ,N/A  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,18th Apr 06  
Blue Roses: Yousei to Aoi Hitomi no Senshitachi    ,PSP,Nippon Ichi Software  ,Flight-Plan  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,16th Sep 10  
b.l.u.e.: Legend of Water    ,PS,Hudson Soft  ,CAProduction  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,09th Jul 98  
Sherlock Holmes: Secret of The Silver Earring    ,Wii,DreamCatcher Interactive  ,DreamCatcher Interactive  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.00m,23rd Nov 10  
CSI: Fatal Conspiracy    ,PC,Ubisoft  ,Telltale Games  ,N/A  ,N/A  ,0.04m,0.00m,0.03m,N/A,0.01m,26th Oct 10  
Game of Thrones: A Telltale Games Series    ,PS3,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.04m,0.02m,0.02m,N/A,0.01m,17th Nov 15  
Pajama Sam: You are What You Eat From Your Head to Your Feet    ,PS,Infogrames  ,Runecraft  ,N/A  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,14th Dec 01  
