title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Call of Duty: Ghosts    ,PC,Activision  ,Infinity Ward  ,8.8  ,N/A  ,0.67m,0.26m,0.36m,N/A,0.05m,05th Nov 13  
Contra: Legacy of War    ,PS,Konami  ,Appaloosa Interactive  ,6.5  ,N/A  ,0.67m,0.37m,0.25m,N/A,0.04m,30th Nov 96  
Star Wars: Republic Commando    ,XB,LucasArts  ,LucasArts  ,N/A  ,N/A  ,0.67m,0.48m,0.17m,N/A,0.02m,28th Feb 05  
Turok    ,PS3,Touchstone  ,Propaganda Games  ,N/A  ,N/A  ,0.67m,0.35m,0.21m,0.01m,0.10m,05th Feb 08  
Red Steel    ,Wii,Ubisoft  ,Ubisoft Paris  ,5.9  ,7.8  ,0.67m,0.54m,0.03m,0.04m,0.05m,19th Nov 06  
Unreal Tournament III    ,PS3,Midway Games  ,Epic Games  ,8.6  ,N/A  ,0.67m,0.33m,0.24m,N/A,0.10m,11th Dec 07  
Evolve    ,XOne,2K Games  ,Turtle Rock Studios  ,N/A  ,N/A  ,0.67m,0.40m,0.20m,N/A,0.06m,10th Feb 15  
Plants vs Zombies: Garden Warfare    ,PS3,Electronic Arts  ,PopCap Games  ,N/A  ,N/A  ,0.66m,0.22m,0.32m,0.01m,0.11m,19th Aug 14  
The Darkness    ,PS3,2K Games  ,Starbreeze  ,N/A  ,N/A  ,0.66m,0.20m,0.34m,N/A,0.12m,25th May 07  
BioShock Infinite    ,PC,2K Games  ,Irrational Games  ,N/A  ,N/A  ,0.66m,0.30m,0.31m,N/A,0.05m,26th Mar 13  
Plants vs Zombies: Garden Warfare    ,PS4,Electronic Arts  ,PopCap Games  ,N/A  ,N/A  ,0.66m,0.24m,0.30m,0.01m,0.11m,19th Aug 14  
Brothers In Arms: Road to Hill 30    ,XB,Ubisoft  ,Gearbox Software  ,N/A  ,N/A  ,0.66m,0.49m,0.14m,N/A,0.02m,01st Mar 05  
Centipede    ,PS,Hasbro Interactive  ,Leaping Lizard Software Inc.  ,5.9  ,N/A  ,0.65m,0.36m,0.25m,N/A,0.04m,30th Apr 99  
007: Quantum of Solace    ,Wii,Activision  ,Beenox  ,5.6  ,N/A  ,0.65m,0.29m,0.28m,0.01m,0.07m,04th Nov 08  
Far Cry 4    ,PC,Ubisoft  ,Ubisoft Montreal  ,8.5  ,N/A  ,0.65m,0.19m,0.41m,N/A,0.05m,18th Nov 14  
Max Payne 2: The Fall of Max Payne    ,XB,Rockstar Games  ,Remedy Entertainment  ,8.6  ,N/A  ,0.64m,0.47m,0.15m,N/A,0.02m,25th Nov 03  
GoldenEye: Rogue Agent    ,PS2,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,0.64m,0.54m,0.02m,N/A,0.09m,22nd Nov 04  
James Bond 007: Everything or Nothing    ,XB,Electronic Arts  ,EA Redwood Shores  ,N/A  ,N/A  ,0.64m,0.43m,0.19m,N/A,0.02m,17th Feb 04  
Tom Clancy's Rainbow Six    ,N64,Red Storm Entertainment  ,Saffire Corporation  ,N/A  ,N/A  ,0.64m,0.48m,0.15m,N/A,0.01m,17th Nov 99  
The Walking Dead: Survival Instinct    ,X360,Activision  ,Terminal Reality  ,N/A  ,N/A  ,0.64m,0.46m,0.11m,N/A,0.06m,19th Mar 13  
TimeSplitters 2    ,XB,Eidos Interactive  ,Free Radical Design  ,N/A  ,N/A  ,0.64m,0.29m,0.33m,N/A,0.01m,17th Oct 02  
Lost Planet: Extreme Condition    ,PS3,Capcom  ,Capcom  ,6.3  ,N/A  ,0.64m,0.31m,0.17m,0.07m,0.08m,26th Feb 08  
Aliens: Colonial Marines    ,PS3,Sega  ,Gearbox Software  ,N/A  ,N/A  ,0.64m,0.20m,0.33m,N/A,0.10m,12th Feb 13  
Wolfenstein    ,PS3,Activision  ,Raven Software  ,7.2  ,N/A  ,0.63m,0.25m,0.27m,N/A,0.11m,18th Aug 09  
Plants vs. Zombies: Garden Warfare 2    ,PS4,Electronic Arts  ,PopCap Games  ,N/A  ,N/A  ,0.63m,0.22m,0.31m,N/A,0.10m,23rd Feb 16  
Virtua Cop    ,SAT,Sega  ,Sega-AM2  ,N/A  ,N/A  ,0.62m,N/A,N/A,0.62m,N/A,01st Dec 95  
Battlezone    ,2600,Atari  ,Atari  ,N/A  ,N/A  ,0.62m,0.58m,0.03m,N/A,0.01m,01st Jan 83  
Red Steel 2    ,Wii,Ubisoft  ,Ubisoft Paris  ,7.8  ,8.5  ,0.62m,0.35m,0.21m,0.01m,0.06m,23rd Mar 10  
Shellshock: Nam 67    ,PS2,Eidos Interactive  ,Guerrilla Games  ,N/A  ,N/A  ,0.62m,0.30m,0.24m,N/A,0.08m,14th Sep 04  
Wet    ,PS3,Bethesda Softworks  ,Artificial Mind and Movement  ,6.9  ,N/A  ,0.62m,0.22m,0.27m,0.01m,0.11m,15th Sep 09  
Metroid Prime: Trilogy    ,Wii,Nintendo  ,Retro Studios  ,9.0  ,9.6  ,0.61m,0.42m,0.05m,N/A,0.14m,24th Aug 09  
Vanquish    ,PS3,Sega  ,PlatinumGames  ,8.5  ,N/A  ,0.61m,0.21m,0.22m,0.11m,0.08m,19th Oct 10  
Robotech: Battlecry    ,PS2,TDK Mediactive  ,Vicious Cycle  ,N/A  ,N/A  ,0.61m,0.30m,0.23m,N/A,0.08m,25th Sep 02  
Time Crisis 3    ,PS2,Namco  ,Namco  ,N/A  ,N/A  ,0.61m,0.30m,0.23m,N/A,0.08m,21st Oct 03  
Half-Life 2    ,XB,Electronic Arts  ,Valve Software  ,8.9  ,N/A  ,0.61m,0.37m,0.21m,N/A,0.03m,15th Nov 05  
Duke Nukem: Total Meltdown    ,PS,GT Interactive  ,Aardvark Software  ,N/A  ,N/A  ,0.61m,0.34m,0.23m,N/A,0.04m,30th Sep 97  
Yakuza: Dead Souls    ,PS3,Sega  ,Sega  ,7.0  ,N/A  ,0.61m,0.09m,0.06m,0.42m,0.03m,13th Mar 12  
Call of Juarez: Bound in Blood    ,X360,Ubisoft  ,Techland  ,7.6  ,N/A  ,0.60m,0.30m,0.24m,0.00m,0.06m,30th Jun 09  
Half-Life    ,PS2,Sierra Entertainment  ,Gearbox Software  ,8.4  ,N/A  ,0.60m,0.29m,0.23m,N/A,0.08m,11th Nov 01  
Medal of Honor: Frontline    ,GC,Electronic Arts  ,EA Los Angeles  ,8.0  ,N/A  ,0.59m,0.46m,0.12m,N/A,0.02m,10th Nov 02  
Dead Space    ,PC,Electronic Arts  ,EA Redwood Shores  ,8.8  ,N/A  ,0.59m,N/A,0.54m,N/A,0.06m,20th Oct 08  
Kane & Lynch 2: Dog Days    ,PS3,Square Enix  ,IO Interactive  ,6.3  ,N/A  ,0.59m,0.17m,0.28m,0.05m,0.10m,17th Aug 10  
Titanfall    ,PC,Electronic Arts  ,Respawn Entertainment  ,N/A  ,N/A  ,0.59m,0.24m,0.31m,N/A,0.05m,11th Mar 14  
Killzone 2: DLC Bundle Pack    ,PSN,Konami Digital Entertainment  ,Guerrilla Games  ,N/A  ,N/A  ,0.59m,0.23m,0.10m,0.23m,0.03m,01st Sep 15  
Call of Duty: Black Ops    ,DS,Activision  ,n-Space  ,7.0  ,N/A  ,0.59m,0.50m,0.04m,N/A,0.04m,09th Nov 10  
Call of Duty: Modern Warfare Remastered    ,PS4,Activision  ,Infinity Ward  ,N/A  ,N/A  ,0.58m,0.17m,0.30m,0.03m,0.09m,27th Jun 17  
Payday 2    ,X360,505 Games  ,Overkill Software  ,N/A  ,N/A  ,0.58m,0.33m,0.20m,N/A,0.05m,13th Aug 13  
Deus Ex: Human Revolution    ,PC,Square Enix  ,Eidos Montreal  ,8.7  ,N/A  ,0.58m,0.25m,0.26m,N/A,0.08m,23rd Aug 11  
Unreal Tournament    ,PS2,Infogrames  ,Epic Games  ,N/A  ,N/A  ,0.58m,0.28m,0.22m,N/A,0.07m,21st Oct 00  
Contra: Shattered Soldier    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,7.3  ,N/A  ,0.58m,0.28m,0.22m,N/A,0.07m,22nd Oct 02  
Far Cry Instincts    ,XB,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.57m,0.32m,0.24m,N/A,0.02m,27th Sep 05  
Blacksite: Area 51    ,X360,Midway Games  ,Midway Studios Austin  ,6.3  ,N/A  ,0.57m,0.29m,0.23m,N/A,0.06m,12th Nov 07  
Blood Wake    ,XB,Microsoft  ,Stormfront Studios  ,N/A  ,N/A  ,0.57m,0.43m,0.12m,N/A,0.02m,25th Dec 01  
The Conduit    ,Wii,Sega  ,High Voltage Software  ,6.6  ,8.2  ,0.57m,0.28m,0.23m,N/A,0.06m,23rd Jun 09  
XIII    ,PS2,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,0.57m,0.28m,0.22m,N/A,0.07m,18th Nov 03  
"Warhammer 40,000: Space Marine    ",X360,THQ  ,Relic Entertainment  ,7.3  ,N/A  ,0.56m,0.25m,0.26m,N/A,0.06m,06th Sep 11  
Battlefield 2: Modern Combat    ,XB,Electronic Arts  ,Digtal Illusions  ,7.5  ,N/A  ,0.56m,0.39m,0.15m,N/A,0.02m,24th Oct 05  
Wolfenstein    ,X360,Activision  ,Raven Software  ,7.3  ,N/A  ,0.56m,0.28m,0.22m,N/A,0.06m,18th Aug 09  
DOOM VFR    ,PS4,Bethesda Softworks  ,id Software  ,N/A  ,8.0  ,0.56m,0.22m,0.25m,N/A,0.09m,01st Dec 17  
Soldier of Fortune: Gold Edition    ,PS2,Majesco  ,Pipe Dream Interactive  ,N/A  ,N/A  ,0.56m,0.27m,0.21m,N/A,0.07m,11th Nov 01  
Frontlines: Fuel of War    ,X360,THQ  ,Kaos Studios  ,N/A  ,N/A  ,0.56m,0.34m,0.15m,0.01m,0.05m,25th Feb 08  
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~    ,PS,D3 Publisher  ,Taito Corporation  ,N/A  ,N/A  ,0.55m,0.31m,0.21m,N/A,0.04m,27th Sep 01  
Sniper Elite 4    ,PS4,Rebellion Developments  ,Rebellion Developments  ,N/A  ,N/A  ,0.55m,0.21m,0.25m,N/A,0.09m,14th Feb 17  
Star Wars: Dark Forces    ,PS,LucasArts  ,LucasArts  ,N/A  ,N/A  ,0.55m,0.31m,0.21m,N/A,0.04m,30th Nov 96  
Spec Ops: The Line    ,PS3,2K Games  ,Yager Development  ,N/A  ,N/A  ,0.55m,0.19m,0.24m,0.04m,0.07m,26th Jun 12  
Turok: Evolution    ,XB,Acclaim Entertainment  ,Acclaim Studios Austin  ,N/A  ,N/A  ,0.55m,0.39m,0.14m,N/A,0.02m,31st Aug 02  
Red Dead Revolver    ,XB,Rockstar Games  ,Rockstar San Diego  ,N/A  ,N/A  ,0.55m,0.40m,0.12m,N/A,0.02m,03rd May 04  
Bulletstorm    ,PS3,Electronic Arts  ,People Can Fly  ,8.4  ,N/A  ,0.54m,0.24m,0.20m,0.01m,0.09m,22nd Feb 11  
F.E.A.R.    ,PS3,Vivendi Games  ,Day 1 Studios  ,N/A  ,N/A  ,0.54m,0.18m,0.27m,N/A,0.09m,24th Apr 07  
METRO 2033    ,X360,THQ  ,4a-games  ,7.4  ,N/A  ,0.54m,0.22m,0.23m,0.03m,0.05m,16th Mar 10  
The Walking Dead: Survival Instinct    ,PS3,Activision  ,Terminal Reality  ,N/A  ,N/A  ,0.54m,0.28m,0.17m,N/A,0.09m,19th Mar 13  
Greg Hastings' Tournament Paintball    ,XB,Activision  ,WXP  ,N/A  ,N/A  ,0.54m,0.46m,0.06m,N/A,0.02m,16th Nov 04  
Time Crisis: Razing Storm    ,PS3,Namco Bandai  ,Nex Entertainment  ,5.8  ,N/A  ,0.54m,0.18m,0.21m,0.07m,0.08m,19th Oct 10  
Time Crisis II    ,PS2,Namco  ,Namco  ,N/A  ,N/A  ,0.53m,0.26m,0.20m,N/A,0.07m,01st Oct 01  
Unit 13    ,PSV,Sony Computer Entertainment  ,Zipper Interactive  ,N/A  ,N/A  ,0.53m,0.25m,0.15m,0.04m,0.09m,06th Mar 12  
Conflict: Vietnam    ,PS2,Global Star Software  ,Pivotal Games  ,N/A  ,N/A  ,0.53m,0.26m,0.20m,N/A,0.07m,05th Oct 04  
Medal of Honor: European Assault    ,XB,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,0.53m,0.32m,0.19m,N/A,0.02m,07th Jun 05  
Tom Clancy's Ghost Recon Advanced Warfighter 2    ,PSP,Ubisoft  ,High Voltage Software / Ubisoft Paris  ,6.5  ,N/A  ,0.53m,0.35m,0.10m,N/A,0.08m,23rd Aug 07  
Terminator Salvation    ,PS3,Warner Bros. Interactive  ,GRIN  ,5.0  ,N/A  ,0.53m,0.13m,0.29m,0.01m,0.10m,19th May 09  
Star Fox Command    ,DS,Nintendo  ,Nintendo EAD / Q-Games  ,7.2  ,N/A  ,0.53m,0.38m,0.01m,0.10m,0.04m,28th Aug 06  
Return to Castle Wolfenstein: Operation Resurrection    ,PS2,Activision  ,Raster Productions  ,N/A  ,N/A  ,0.53m,0.26m,0.20m,N/A,0.07m,30th May 03  
F.E.A.R. 2: Project Origin    ,X360,Warner Bros. Interactive  ,Monolith Productions  ,7.9  ,N/A  ,0.52m,0.32m,0.15m,0.00m,0.05m,10th Feb 09  
Syphon Filter 3    ,PS,Sony Computer Entertainment  ,SCEA Bend Studio  ,N/A  ,N/A  ,0.52m,0.29m,0.20m,N/A,0.03m,05th Nov 01  
Freedom Fighters    ,PS2,Electronic Arts  ,IO Interactive  ,N/A  ,N/A  ,0.52m,0.25m,0.20m,N/A,0.07m,01st Oct 03  
Gun    ,XB,Activision  ,Neversoft Entertainment  ,N/A  ,N/A  ,0.52m,0.38m,0.12m,N/A,0.02m,08th Nov 05  
The Punisher    ,PS2,THQ  ,Volition Inc.  ,N/A  ,N/A  ,0.52m,0.25m,0.20m,N/A,0.07m,17th Jan 05  
Omega Boost    ,PS,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,0.52m,0.17m,0.11m,0.20m,0.03m,31st Aug 99  
River Raid II    ,2600,Activision  ,Activision  ,N/A  ,N/A  ,0.51m,0.47m,0.03m,N/A,0.01m,28th Jul 88  
Homefront: The Revolution    ,PS4,Deep Silver  ,Dambuster Studios  ,N/A  ,N/A  ,0.50m,0.11m,0.29m,0.04m,0.07m,17th May 16  
Chopper Command    ,2600,Activision  ,Activision  ,N/A  ,N/A  ,0.50m,0.47m,0.03m,N/A,0.01m,15th Jun 82  
Goldeneye 007: Reloaded    ,X360,Activision  ,Eurocom  ,7.4  ,N/A  ,0.50m,0.25m,0.20m,N/A,0.05m,01st Nov 11  
Star Wars: Clone Wars    ,PS2,LucasArts  ,Pandemic Studios  ,N/A  ,N/A  ,0.50m,0.24m,0.19m,N/A,0.06m,10th Dec 02  
Wet    ,X360,Bethesda Softworks  ,Artificial Mind and Movement  ,6.9  ,N/A  ,0.50m,0.23m,0.21m,0.01m,0.05m,15th Sep 09  
Men in Black II: Alien Escape    ,PS2,Infogrames  ,Melbourne House  ,N/A  ,N/A  ,0.50m,0.24m,0.19m,N/A,0.06m,27th Jun 02  
Resident Evil: The Mercenaries 3D    ,3DS,Capcom  ,Capcom  ,6.3  ,N/A  ,0.49m,0.16m,0.17m,0.13m,0.03m,28th Jun 11  
Star Wars Battlefront: Elite Squadron    ,DS,LucasArts  ,n-Space  ,5.9  ,N/A  ,0.49m,0.42m,0.04m,N/A,0.04m,03rd Nov 09  
GoldenEye: Rogue Agent    ,XB,Electronic Arts  ,Dreamworks Games  ,N/A  ,N/A  ,0.49m,0.34m,0.13m,N/A,0.02m,22nd Nov 04  
Star Wars Battlefront (2015)    ,PC,Electronic Arts  ,EA DICE  ,7.5  ,N/A  ,0.49m,0.13m,0.33m,N/A,0.04m,17th Nov 15  
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus    ,PS2,Namco Bandai  ,Capcom  ,N/A  ,N/A  ,0.49m,N/A,N/A,0.49m,N/A,07th Dec 06  
Kane & Lynch 2: Dog Days    ,X360,Square Enix  ,IO Interactive  ,6.4  ,N/A  ,0.49m,0.20m,0.23m,0.01m,0.05m,17th Aug 10  
Medal of Honor    ,PC,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,0.49m,0.20m,0.23m,N/A,0.06m,12th Oct 10  
Sniper: Art of Victory    ,PC,City Interactive  ,City Interactive  ,N/A  ,N/A  ,0.49m,N/A,0.45m,N/A,0.03m,16th Oct 08  
Millipede    ,2600,Atari  ,Atari  ,N/A  ,N/A  ,0.48m,0.45m,0.03m,N/A,0.01m,01st Jan 84  
Farpoint    ,PS4,Sony Interactive Entertainment  ,Impulse Gear  ,N/A  ,N/A  ,0.48m,N/A,0.38m,0.04m,0.06m,16th May 17  
Battleborn    ,PS4,2K Games  ,Gearbox Software  ,N/A  ,N/A  ,0.48m,0.25m,0.12m,0.03m,0.08m,03rd May 16  
Dark Sector    ,X360,D3 Publisher  ,Digital Extremes  ,7.1  ,N/A  ,0.48m,0.22m,0.20m,0.01m,0.05m,25th Mar 08  
Far Cry 2    ,PC,Ubisoft  ,Ubisoft Montreal  ,8.4  ,N/A  ,0.48m,0.01m,0.45m,N/A,0.02m,21st Oct 08  
Wolfenstein: The New Order    ,PC,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,0.48m,0.15m,0.30m,N/A,0.04m,20th May 14  
Tom Clancy's The Division    ,PC,Ubisoft  ,Massive Entertainment  ,N/A  ,N/A  ,0.48m,0.26m,0.18m,N/A,0.04m,08th Mar 16  
Wolfenstein: The Old Blood    ,PS4,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,0.48m,0.13m,0.25m,0.02m,0.07m,05th May 15  
BioShock: The Collection    ,XOne,2K Games  ,"Blind Squirrel Digital, Inc  ",N/A  ,N/A  ,0.48m,0.35m,0.08m,N/A,0.05m,13th Sep 16  
Alien Trilogy    ,PS,Acclaim Entertainment  ,Probe Entertainment Limited  ,8.0  ,N/A  ,0.47m,0.24m,0.16m,0.04m,0.03m,01st Sep 97  
Dark Sector    ,PS3,D3 Publisher  ,Digital Extremes  ,7.2  ,N/A  ,0.47m,0.23m,0.16m,0.01m,0.07m,25th Mar 08  
F.E.A.R. 2: Project Origin    ,PS3,Warner Bros. Interactive  ,Monolith Productions  ,8.2  ,N/A  ,0.47m,0.19m,0.20m,0.01m,0.08m,10th Feb 09  
Unreal Tournament III    ,X360,Midway Games  ,Epic Games  ,7.8  ,N/A  ,0.47m,0.25m,0.17m,0.01m,0.05m,07th Jul 08  
Shadowrun (2007)    ,X360,Microsoft Game Studios  ,FASA Studio  ,6.3  ,N/A  ,0.47m,0.41m,0.02m,N/A,0.04m,29th May 07  
Dead Space Extraction    ,Wii,Electronic Arts  ,Visceral Games  ,8.2  ,N/A  ,0.47m,0.32m,0.10m,0.01m,0.04m,28th Sep 09  
Doom 64    ,N64,Midway Games  ,Midway Studios San Diego  ,7.4  ,N/A  ,0.47m,0.38m,0.08m,N/A,0.01m,31st Mar 97  
Payday 2    ,PS3,505 Games  ,Overkill Software  ,N/A  ,N/A  ,0.47m,0.24m,0.15m,N/A,0.08m,13th Aug 13  
Iridion 3D    ,GBA,Majesco  ,Shin'en GmbH  ,5.6  ,N/A  ,0.46m,0.33m,0.12m,N/A,0.01m,29th May 01  
Syphon Filter: Logan's Shadow    ,PSP,Sony Computer Entertainment  ,SCEA Bend Studio  ,8.4  ,N/A  ,0.46m,0.25m,0.12m,N/A,0.09m,02nd Oct 07  
Brothers In Arms: D-Day    ,PSP,Ubisoft  ,Gearbox Software  ,6.8  ,N/A  ,0.46m,0.23m,0.14m,N/A,0.09m,05th Dec 06  
Red Faction: Armageddon    ,PS3,THQ  ,Volition Inc.  ,7.0  ,N/A  ,0.46m,0.20m,0.15m,0.03m,0.07m,07th Jun 11  
Battlefield: Hardline    ,PS3,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,0.46m,0.15m,0.17m,0.08m,0.06m,17th Mar 15  
Brothers In Arms: Road to Hill 30    ,PS2,Ubisoft  ,Gearbox Software  ,N/A  ,N/A  ,0.46m,0.38m,0.01m,N/A,0.06m,15th Mar 05  
Wolfenstein: The New Order    ,PS3,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,0.46m,0.14m,0.22m,0.02m,0.07m,20th May 14  
Delta Force: Black Hawk Down    ,PS2,NovaLogic  ,Rebellion Developments  ,N/A  ,N/A  ,0.46m,0.22m,0.17m,N/A,0.06m,26th Jul 05  
Space Invaders    ,SNES,Nintendo  ,Taito Corporation  ,N/A  ,N/A  ,0.46m,N/A,N/A,0.46m,0.00m,01st Nov 97  
Missile Command    ,PS,Hasbro Interactive  ,Meyer/Glass Interactive  ,N/A  ,N/A  ,0.45m,0.25m,0.17m,N/A,0.03m,30th Nov 99  
The Chronicles of Riddick: Escape From Butcher Bay    ,XB,VU Games  ,Starbreeze Studios/Tigon Studios  ,N/A  ,N/A  ,0.45m,0.32m,0.11m,N/A,0.02m,01st Jun 04  
Area 51    ,PS2,Midway Games  ,Midway Studios Austin  ,7.7  ,N/A  ,0.45m,0.22m,0.17m,N/A,0.06m,25th Apr 05  
Enemy Territory: Quake Wars    ,X360,Activision  ,Nerve Software  ,6.7  ,N/A  ,0.45m,0.30m,0.11m,N/A,0.04m,27th May 08  
Star Wars Jedi Knight: Jedi Academy    ,XB,LucasArts  ,Vicarious Visions  ,N/A  ,N/A  ,0.45m,0.34m,0.10m,N/A,0.02m,19th Nov 03  
Phoenix    ,2600,Atari  ,Centuri  ,N/A  ,N/A  ,0.45m,0.42m,0.02m,N/A,0.00m,01st Jan 82  
F.E.A.R. 3    ,PS3,Warner Bros. Interactive  ,Day 1 Studios  ,7.8  ,N/A  ,0.45m,0.21m,0.16m,0.01m,0.07m,21st Jun 11  
Prey (2017)    ,XOne,Bethesda Softworks  ,Arkane Studios  ,N/A  ,N/A  ,0.45m,0.21m,0.20m,N/A,0.04m,05th May 17  
"Warhammer 40,000: Space Marine    ",PS3,THQ  ,Relic Entertainment  ,7.3  ,N/A  ,0.45m,0.13m,0.24m,N/A,0.08m,06th Sep 11  
Defender II    ,2600,Atari  ,"Williams Electronic Games, Inc.  ",N/A  ,N/A  ,0.45m,0.42m,0.02m,N/A,0.00m,01st Jan 88  
F.E.A.R. 3    ,X360,Warner Bros. Interactive  ,Day 1 Studios  ,7.8  ,N/A  ,0.45m,0.30m,0.11m,0.01m,0.04m,21st Jun 11  
SOCOM: U.S. Navy SEALs Fireteam Bravo 3    ,PSP,Sony Computer Entertainment  ,Slant Six Games  ,7.5  ,N/A  ,0.45m,0.17m,0.13m,0.06m,0.09m,16th Feb 10  
Battlefield 2: Modern Combat    ,PS2,Electronic Arts  ,Digital Illusions  ,7.6  ,N/A  ,0.44m,0.37m,0.01m,N/A,0.06m,24th Oct 05  
Independence Day    ,PS,Fox Interactive  ,Radical Entertainment  ,N/A  ,N/A  ,0.44m,0.25m,0.17m,N/A,0.03m,28th Feb 97  
Gundam SEED: Federation vs. Z.A.F.T.    ,PS2,Bandai  ,Capcom  ,N/A  ,N/A  ,0.44m,N/A,N/A,0.44m,N/A,17th Nov 05  
Star Fox: Zero    ,WiiU,Nintendo  ,Nintendo EPD  ,6.7  ,N/A  ,0.44m,0.20m,0.12m,0.09m,0.03m,22nd Apr 16  
Duke Nukem 64    ,N64,GT Interactive  ,EurocoEntertainment Software  ,N/A  ,N/A  ,0.44m,0.35m,0.08m,N/A,0.01m,31st Oct 97  
TimeSplitters 2    ,GC,Eidos Interactive  ,Free Radical Design  ,N/A  ,N/A  ,0.44m,0.34m,0.09m,N/A,0.01m,16th Oct 02  
Child of Eden    ,X360,Ubisoft  ,Q Entertainment  ,8.3  ,N/A  ,0.44m,0.28m,0.12m,N/A,0.04m,14th Jun 11  
The Darkness    ,X360,2K Games  ,Starbreeze  ,8.3  ,N/A  ,0.44m,0.36m,0.04m,0.01m,0.03m,25th Jun 07  
Resistance: Burning Skies    ,PSV,Sony Computer Entertainment  ,Nihilistic Software  ,N/A  ,N/A  ,0.44m,0.18m,0.16m,0.02m,0.08m,29th May 12  
Metro: Last Light    ,PS3,Deep Silver  ,4a-games  ,N/A  ,N/A  ,0.44m,0.14m,0.21m,0.03m,0.07m,14th May 13  
007: Quantum of Solace    ,PS2,Activision  ,Treyarch  ,7.8  ,N/A  ,0.43m,0.17m,0.00m,0.00m,0.26m,04th Nov 08  
Spec Ops: Covert Assault    ,PS,Take-Two Interactive  ,Runecraft  ,N/A  ,N/A  ,0.43m,0.24m,0.16m,N/A,0.03m,28th Jun 01  
TimeSplitters    ,PS2,Eidos Interactive  ,Free Radical Design  ,N/A  ,N/A  ,0.43m,0.21m,0.17m,N/A,0.06m,23rd Oct 00  
Max Payne 3    ,PC,Rockstar Games  ,Rockstar Vancouver  ,9.0  ,N/A  ,0.43m,0.16m,0.22m,N/A,0.05m,29th May 12  
Doom (2016)    ,NS,Bethesda Softworks  ,id Software  ,8.2  ,9.1  ,0.43m,0.24m,0.15m,0.01m,0.04m,10th Nov 17  
Destiny: The Taken King    ,PS3,Activision  ,Bungie  ,N/A  ,N/A  ,0.43m,0.21m,0.12m,0.03m,0.07m,15th Sep 15  
Sniper Elite III    ,XOne,505 Games  ,Rebellion Developments  ,N/A  ,N/A  ,0.43m,0.27m,0.12m,N/A,0.04m,01st Jul 14  
Sin and Punishment: Star Successor    ,Wii,Nintendo  ,"Treasure Co., Ltd.  ",8.4  ,N/A  ,0.43m,0.19m,0.14m,0.06m,0.03m,27th Jun 10  
25 To Life    ,PS2,Eidos Interactive  ,Avalanche Software / Ritual Entertainment  ,N/A  ,N/A  ,0.42m,0.35m,0.01m,N/A,0.06m,17th Jan 06  
Medal of Honor: Rising Sun    ,GC,Electronic Arts  ,EA Los Angeles  ,6.6  ,N/A  ,0.42m,0.33m,0.09m,N/A,0.01m,11th Nov 03  
Army Men: Sarge's Heroes 2    ,N64,3DO  ,3DO  ,6.0  ,N/A  ,0.42m,0.34m,0.07m,N/A,0.00m,26th Sep 00  
James Bond 007: Everything or Nothing    ,GC,Electronic Arts  ,EA Redwood Shores  ,7.4  ,N/A  ,0.42m,0.32m,0.08m,N/A,0.01m,17th Feb 04  
Call of Duty: Black Ops II    ,WiiU,Activision  ,Treyarch  ,8.6  ,N/A  ,0.42m,0.20m,0.18m,N/A,0.04m,18th Nov 12  
Call of Duty: Advanced Warfare    ,PC,Activision  ,Sledgehammer Games  ,8.6  ,N/A  ,0.42m,0.17m,0.22m,N/A,0.03m,04th Nov 14  
BloodRayne    ,PS2,Majesco  ,Terminal Reality  ,N/A  ,N/A  ,0.42m,0.20m,0.16m,N/A,0.05m,15th Oct 02  
Spec Ops: The Line    ,X360,2K Games  ,Yager Development  ,N/A  ,N/A  ,0.42m,0.21m,0.18m,N/A,0.04m,26th Jun 12  
Black    ,XB,Electronic Arts  ,Criterion Games  ,N/A  ,N/A  ,0.42m,0.31m,0.09m,N/A,0.01m,28th Feb 06  
Vanquish    ,X360,Sega  ,PlatinumGames  ,8.3  ,N/A  ,0.42m,0.19m,0.16m,0.03m,0.04m,19th Oct 10  
Quake II    ,PS,Activision  ,HammerHead Ltd.  ,N/A  ,N/A  ,0.41m,0.23m,0.16m,N/A,0.03m,05th Oct 99  
Tom Clancy's Rainbow Six: Lockdown    ,XB,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,0.41m,0.26m,0.13m,N/A,0.02m,06th Sep 05  
TimeShift    ,X360,Sierra Entertainment  ,Saber Interactive  ,7.0  ,N/A  ,0.41m,0.36m,0.02m,N/A,0.03m,30th Oct 07  
