title,link,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
Red Faction: Guerrilla Re-Mars-tered,/game/xbox-one/red-faction-guerrilla-re-mars-tered,3-Jul-18,73,4.2,Volition Inc.,THQ Nordic,"Action, Shooter, Third-Person, Arcade",M,Xbox One,0.09,0.04,0.04,N/A,0.02
Mini Ninjas,/game/xbox-360/mini-ninjas,8-Sep-09,73,8.3,Io Interactive,Eidos Interactive,"Action Adventure, Adventure, General, Fantasy, General, Fantasy",E10+,Xbox 360,0.37,0.16,0.17,N/A,0.04
Madagascar,/game/pc/madagascar,24-May-05,73,7.7,Beenox,Activision,"Action, Platformer, Platformer, 3D, 3D",E10+,PC,1.31,0.78,0.45,N/A,0.07
Sakura Wars,/game/playstation-4/sakura-wars,28-Apr-20,73,7.3,Sega,Sega,"Strategy, Turn-Based, Tactics, Action, Beat-'Em-Up, 3D",T,PlayStation 4,0.55,N/A,N/A,0.55,N/A
X3: Terran Conflict,/game/pc/x3-terran-conflict,16-Oct-08,73,7.9,Egosoft,Atari,"Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat",T,PC,0.03,N/A,0.02,N/A,0.00
Contact,/game/ds/contact,19-Oct-06,73,8.2,Grasshopper Manufacture,Atlus,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",E10+,DS,0.1,0.07,0.00,0.03,0.01
Tony Hawk's Proving Ground,/game/playstation-3/tony-hawks-proving-ground,15-Oct-07,73,6.5,Neversoft Entertainment,Activision,"Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",T,PlayStation 3,0.66,0.55,0.02,N/A,0.09
LBX: Little Battlers eXperience,/game/3ds/lbx-little-battlers-experience,21-Aug-15,73,7.4,Level 5,Nintendo,"Action, Role-Playing, General, Action RPG",E10+,3DS,0.21,N/A,N/A,0.21,N/A
God of War Collection,/game/playstation-vita/god-of-war-collection,6-May-14,73,7.6,"Sanzaru Games, Sanzaru Games, Inc.",SCEA,"Action Adventure, Fantasy, Compilation, Miscellaneous, Compilation",M,PlayStation Vita,2.6,1.70,0.45,0.06,0.40
The Lord of the Rings: The Third Age,/game/playstation-2/the-lord-of-the-rings-the-third-age,2-Nov-04,73,8,EA Games,EA Games,"Role-Playing, Console-style RPG",T,PlayStation 2,0.58,0.49,0.02,N/A,0.08
Classic NES Series: Zelda II: The Adventure of Link,/game/game-boy-advance/classic-nes-series-zelda-ii-the-adventure-of-link,25-Oct-04,73,7.4,Nintendo,Nintendo,"Role-Playing, Action RPG",E,Game Boy Advance,0.7,0.37,0.14,0.17,0.01
Max Payne 2: The Fall of Max Payne,/game/playstation-2/max-payne-2-the-fall-of-max-payne,2-Dec-03,73,8.3,Rockstar Vienna,Rockstar Games,"Action, Shooter, Third-Person, Modern",M,PlayStation 2,1.34,0.65,0.51,N/A,0.17
Indiana Jones and the Emperor's Tomb,/game/pc/indiana-jones-and-the-emperors-tomb,25-Mar-03,73,7.6,Double Helix Games,LucasArts,"Action Adventure, Modern, General, Modern",T,PC,0.18,0.14,0.04,N/A,0.01
WWE Road to WrestleMania X8,/game/game-boy-advance/wwe-road-to-wrestlemania-x8,23-Oct-02,73,7.5,Natsume,THQ,"Action, Fighting, Wrestling",E,Game Boy Advance,0.27,0.19,0.07,N/A,0.00
Test Drive,/game/playstation-2/test-drive,27-May-02,73,7.3,Pitbull Syndicate,Atari,"Driving, Racing, GT / Street",T,PlayStation 2,1.34,0.95,0.21,0.01,0.18
Pac-Man World 2,/game/playstation-2/pac-man-world-2,24-Feb-02,73,7.7,Namco,Namco,"Action, Platformer, 3D",E,PlayStation 2,1.51,1.26,0.05,N/A,0.21
Excite Truck,/game/wii/excite-truck,19-Nov-06,72,8.4,Monster Games Inc.,Nintendo,"Driving, Racing, Arcade, Arcade, Automobile",E,Wii,0.53,0.39,0.03,0.08,0.04
F.E.A.R.,/game/playstation-3/fear,24-Apr-07,72,7.6,Day 1 Studios,Vivendi Games,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PlayStation 3,0.54,0.18,0.27,N/A,0.09
Capcom Classics Collection Remixed,/game/psp/capcom-classics-collection-remixed,22-Mar-06,72,6.3,Digital Eclipse,Capcom,"Miscellaneous, Compilation, Compilation",T,PSP,0.3,0.27,0.00,N/A,0.02
Styx: Shards of Darkness,/game/playstation-4/styx-shards-of-darkness,14-Mar-17,72,7.2,Cyanide,Focus Home Interactive,"Action Adventure, General",M,PlayStation 4,0.07,0.06,N/A,N/A,0.01
Wii Fit U,/game/wii-u/wii-fit-u,1-Nov-13,72,7.7,Nintendo,Nintendo,"Sports, Miscellaneous, General, Exercise / Fitness",E,Wii U,0.86,0.35,0.24,0.21,0.06
Ridge Racer Unbounded,/game/playstation-3/ridge-racer-unbounded,27-Mar-12,72,6,Bugbear,Namco Bandai Games,"Driving, Racing, Arcade, Arcade, Automobile",T,PlayStation 3,0.17,0.05,0.09,N/A,0.03
Majesty 2: The Fantasy Kingdom Sim,/game/pc/majesty-2-the-fantasy-kingdom-sim,17-Sep-09,72,7.3,"1C, Ino-Co, 1C Entertainment",Paradox Interactive,"Strategy, General, General",T,PC,0.03,0.03,N/A,N/A,0.00
Brothers In Arms DS,/game/ds/brothers-in-arms-ds,21-Jun-07,72,8,Gameloft,Ubisoft,"Action, General, General, Shooter, Third-Person, Arcade",T,DS,0.04,0.03,0.00,N/A,0.00
Harvest Moon: Frantic Farming,/game/ds/harvest-moon-frantic-farming,25-Aug-09,72,6.3,Natsume,Natsume,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,DS,0.1,0.08,0.01,N/A,0.01
Serious Sam II,/game/xbox/serious-sam-ii,11-Oct-05,72,6.5,Croteam,2K Games,"Action, Shooter, First-Person, Sci-Fi",M,Xbox,0.06,0.05,0.01,N/A,0.00
Urban Chaos: Riot Response,/game/xbox/urban-chaos-riot-response,13-Jun-06,72,8.6,Rocksteady Studios,Eidos Interactive,"Action, Shooter, First-Person, Modern",M,Xbox,0.06,0.03,0.02,N/A,0.01
UEFA Champions League 2006-2007,/game/xbox-360/uefa-champions-league-2006-2007,20-Mar-07,72,8.2,EA Canada,EA Games,"Sports, Traditional, Team, Soccer, Management, Management",E,Xbox 360,0.05,0.04,0.01,N/A,0.00
Persona 5: Dancing in Starlight,/game/playstation-4/persona-5-dancing-in-starlight,4-Dec-18,72,5.8,Atlus,Atlus,"Action, Rhythm, Music",T,PlayStation 4,0.06,0.03,N/A,0.03,0.01
Medal of Honor: European Assault,/game/xbox/medal-of-honor-european-assault,7-Jun-05,72,7.1,EA LA,Electronic Arts,"Action, Shooter, First-Person, Historic",T,Xbox,0.53,0.32,0.19,N/A,0.02
Bujingai: The Forsaken City,/game/playstation-2/bujingai-the-forsaken-city,25-Jul-04,72,7.8,Taito Corporation,Bam Entertainment,"Action, Beat-'Em-Up",T,PlayStation 2,0.1,0.05,0.04,N/A,0.01
FIFA World Cup: Germany 2006,/game/psp/fifa-world-cup-germany-2006,22-May-06,72,7.4,"EA Canada, Exient Entertainment",Electronic Arts,"Sports, Traditional, Team, Soccer, Sim, Sim",E,PSP,0.03,0.02,0.01,N/A,0.00
Midway Arcade Treasures,/game/gamecube/midway-arcade-treasures,18-Dec-03,72,8.1,Midway,Midway,"Miscellaneous, Compilation",T,GameCube,1.46,0.72,0.56,N/A,0.19
Castlevania: Lords of Shadow - Mirror of Fate,/game/3ds/castlevania-lords-of-shadow---mirror-of-fate,5-Mar-13,72,7.2,Mercury Steam,Konami,"Action Adventure, Fantasy, General, Fantasy",M,3DS,0.16,0.04,0.08,0.03,0.01
Dead Rising 4,/game/xbox-one/dead-rising-4,6-Dec-16,72,4.8,"Capcom, Capcom Vancouver",Microsoft Game Studios,"Action Adventure, Open-World",M,Xbox One,0.73,0.41,0.25,N/A,0.06
Beyond: Two Souls,/game/playstation-4/beyond-two-souls,24-Nov-15,72,7.9,Quantic Dream,SCEA,"Adventure, 3D, Third-Person",M,PlayStation 4,1.7,0.52,0.86,0.06,0.26
Broken Sword 5: The Serpent's Curse,/game/playstation-4/broken-sword-5-the-serpents-curse,8-Sep-15,72,7,Revolution Software,Deep Silver,"Adventure, General",T,PlayStation 4,0.07,N/A,0.06,N/A,0.01
Alpha Protocol,/game/pc/alpha-protocol,1-Jun-10,72,7.5,Obsidian Entertainment,Sega,"Role-Playing, Console-style RPG, Console-style RPG, Western-Style",M,PC,0.43,0.19,0.17,N/A,0.07
The Surge,/game/pc/the-surge,16-May-17,72,6.7,Deck 13,Deck 13,"General, Role-Playing, Action RPG",M,PC,0.19,0.07,0.08,0.01,0.03
Need for Speed Underground 2,/game/game-boy-advance/need-for-speed-underground-2,15-Nov-04,72,8.1,Pocketeers,Electronic Arts,"Driving, Racing, GT / Street",E,Game Boy Advance,6.9,2.71,3.02,0.08,1.09
Puyo Pop Fever,/game/gamecube/puyo-pop-fever,20-Jul-04,72,8.3,Sonic Team,Sega,"Miscellaneous, Puzzle, Matching",E,GameCube,0.04,N/A,N/A,0.04,N/A
Siren,/game/playstation-2/siren,20-Apr-04,72,7.8,SCE Japan Studio,SCEA,"Action Adventure, Horror",M,PlayStation 2,0.18,0.09,0.07,N/A,0.02
Silent Hill 3,/game/pc/silent-hill-3,6-Apr-04,72,8.2,KCET,Konami,"Action Adventure, Horror, Horror, Survival",T,PC,0.71,0.35,0.27,N/A,0.09
Buffy the Vampire Slayer: Chaos Bleeds,/game/playstation-2/buffy-the-vampire-slayer-chaos-bleeds,27-Aug-03,72,8.8,Eurocom Entertainment Software,VU Games,"Action, Beat-'Em-Up",T,PlayStation 2,0.18,0.09,0.07,N/A,0.02
X2: Wolverine's Revenge,/game/game-boy-advance/x2-wolverines-revenge,15-Apr-03,72,7.2,Vicarious Visions,Activision,"Action, Platformer, 2D",E,Game Boy Advance,0.64,0.31,0.24,N/A,0.08
Impossible Creatures,/game/pc/impossible-creatures,29-Dec-02,72,7.9,Relic,Microsoft Game Studios,"Strategy, Real-Time, Fantasy, General, Fantasy",T,PC,0.01,N/A,0.01,N/A,0.00
NBA Inside Drive 2003,/game/xbox/nba-inside-drive-2003,31-Oct-02,72,7.6,High Voltage Software,Microsoft Game Studios,"Sports, Traditional, Basketball, Sim",E,Xbox,0.31,0.23,0.07,N/A,0.01
Looney Tunes: Sheep Raider,/game/playstation/looney-tunes-sheep-raider,27-Sep-01,72,8.6,Infogrames,Infogrames,"Action, General",E,PlayStation,0.12,0.07,0.05,N/A,0.01
Monster Hunter Freedom 2,/game/psp/monster-hunter-freedom-2,28-Aug-07,72,8.5,Capcom,Capcom,"Role-Playing, Action RPG, Action RPG",T,PSP,2.58,0.37,0.27,1.75,0.18
Tricky Towers,/game/playstation-4/tricky-towers,2-Aug-16,72,7,"WeirdBeard B.V., WeirdBeard",WeirdBeard B.V.,"Puzzle, Stacking",E,PlayStation 4,0.02,0.02,N/A,N/A,0.00
Remember Me,/game/playstation-3/remember-me,4-Jun-13,72,7.3,DONTNOD Entertainment,Capcom,"Action Adventure, Sci-Fi, Sci-Fi, General",M,PlayStation 3,0.34,0.10,0.18,N/A,0.05
Serious Sam 3: BFE,/game/pc/serious-sam-3-bfe,22-Nov-11,72,8.1,Croteam,Devolver Digital,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",NA,PC,0.08,0.01,0.05,N/A,0.01
WWE SmackDown vs. Raw 2009,/game/psp/wwe-smackdown-vs-raw-2009,9-Nov-08,72,6.5,Yuke's,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T,PSP,1.24,0.69,0.00,N/A,0.55
Bully: Scholarship Edition,/game/pc/bully-scholarship-edition,21-Oct-08,72,7.6,"Mad Doc Software, Rockstar Vancouver",Rockstar Games,"Action Adventure, Modern, Modern, Open-World",T,PC,1.09,0.53,0.42,0.03,0.11
Final Fantasy Type-0 HD,/game/playstation-4/final-fantasy-type-0-hd,17-Mar-15,72,7.5,HexaDrive,Square Enix,"Role-Playing, Action RPG",M,PlayStation 4,1.04,0.40,0.33,0.16,0.15
Order Up!!,/game/3ds/order-up!!,21-Jun-12,72,6.5,SuperVillain Studios,Ignition Entertainment,"Action, Miscellaneous, General, General, General",E,3DS,0.08,0.06,0.01,N/A,0.01
DC Universe Online,/game/pc/dc-universe-online,11-Jan-11,72,6.8,WBIE,Sony Online Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T,PC,0.51,0.35,0.11,N/A,0.06
The Getaway,/game/playstation-2/the-getaway,19-Jan-03,72,7,Team Soho,SCEA,"Action Adventure, Modern",M,PlayStation 2,3.54,1.23,1.77,0.05,0.49
NBA 2K8,/game/playstation-2/nba-2k8,2-Oct-07,72,6,Visual Concepts,2K Sports,"Sports, Traditional, Basketball, Sim",E,PlayStation 2,0.85,0.79,0.00,N/A,0.07
Race Pro,/game/xbox-360/race-pro,17-Feb-09,72,7.1,SimBin,Atari,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E,Xbox 360,0.17,0.06,0.09,N/A,0.02
Anno 2205,/game/pc/anno-2205,2-Nov-15,72,6.1,Blue Byte,Ubisoft,"Strategy, Management, Government",E10+,PC,0.23,0.04,0.17,N/A,0.02
NBA 06,/game/psp/nba-06,4-Oct-05,72,5.4,SCEA Sports Studio,SCEA,"Sports, Traditional, Team, Basketball, Sim, Sim",E,PSP,0.53,0.26,0.20,N/A,0.07
Lost Dimension,/game/playstation-vita/lost-dimension,28-Jul-15,72,7.8,FuRyu,Atlus,"Adventure, General",T,PlayStation Vita,0.1,0.04,0.02,0.02,0.02
Just Dance 2014,/game/wii-u/just-dance-2014,8-Oct-13,72,7.6,Ubisoft,Ubisoft,"Action, Miscellaneous, Rhythm, Dancing, Dancing",E10+,Wii U,3.89,1.91,1.66,N/A,0.33
Ridge Racer Unbounded,/game/pc/ridge-racer-unbounded,29-Mar-12,72,6.1,Bugbear,Namco Bandai Games,"Driving, Racing, Arcade, Arcade, Automobile",T,PC,0.17,0.05,0.09,N/A,0.03
Overlord: Raising Hell,/game/playstation-3/overlord-raising-hell,24-Jun-08,72,7.8,4J Studios,Codemasters,"Action Adventure, Fantasy, General, Fantasy",T,PlayStation 3,0.12,0.07,0.04,N/A,0.02
Ys: The Ark of Napishtim,/game/playstation-2/ys-the-ark-of-napishtim,22-Feb-05,72,8.8,Falcom,Konami,"Role-Playing, Action RPG",T,PlayStation 2,0.13,0.07,0.05,N/A,0.02
Samurai Warriors: Xtreme Legends,/game/playstation-2/samurai-warriors-xtreme-legends,9-Nov-04,72,8.6,Omega Force,Koei,"Action, Beat-'Em-Up",T,PlayStation 2,0.45,0.04,0.03,0.36,0.01
Front Mission,/game/ds/front-mission,23-Oct-07,72,7.4,Square Enix,Square Enix,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, Tactics",E10+,DS,0.6,N/A,N/A,0.60,N/A
Thrillville,/game/psp/thrillville,21-Nov-06,72,2.8,Frontier Developments,LucasArts,"Strategy, City Building, General, Modern",E10+,PSP,0.66,0.55,0.02,N/A,0.09
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",/game/xbox/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,14-Nov-05,72,6.3,Traveller's Tales,Buena Vista Games,"Action Adventure, Fantasy",T,Xbox,0.67,0.48,0.18,N/A,0.01
Tokobot,/game/psp/tokobot,5-Dec-05,72,7.3,Tecmo,Tecmo,"Action, Platformer, Platformer, 3D, 3D",E,PSP,0.06,0.06,0.00,N/A,0.00
Stubbs the Zombie in Rebel Without a Pulse,/game/pc/stubbs-the-zombie-in-rebel-without-a-pulse,21-Nov-05,72,7.8,Wideload Games Inc.,Aspyr,"Action Adventure, Sci-Fi, Sci-Fi, General",M,PC,0.11,0.08,0.02,N/A,0.00
Samurai Shodown II,/game/xbox-360/samurai-shodown-ii,10-Sep-08,72,7.4,SNK Playmore,SNK Playmore,"Action, Fighting, Fighting, 2D, 2D",T,Xbox 360,0.25,N/A,N/A,0.25,N/A
NASCAR The Game: Inside Line,/game/xbox-360/nascar-the-game-inside-line,6-Nov-12,72,4,Eutechnyx,Activision,"Driving, Racing, Simulation, Stock Car, Stock Car, Automobile",E,Xbox 360,0.11,0.09,N/A,N/A,0.01
Commandos 3: Destination Berlin,/game/pc/commandos-3-destination-berlin,14-Oct-03,72,7.6,Pyro Studios,Eidos Interactive,"Strategy, Real-Time, Military, General, Military",T,PC,0.02,N/A,0.02,N/A,0.00
Project Eden,/game/pc/project-eden,8-Oct-01,72,7.4,Core Design Ltd.,Eidos Interactive,"Action Adventure, Sci-Fi, Sci-Fi, General",T,PC,0.09,0.04,0.03,N/A,0.01
Spider-Man,/game/nintendo-64/spider-man,21-Nov-00,72,7.1,Edge of Reality,Activision,"Action Adventure, Sci-Fi",E,Nintendo 64,3.13,1.70,1.25,0.02,0.16
Magic: The Gathering - Battlegrounds,/game/xbox/magic-the-gathering---battlegrounds,18-Nov-03,72,7.7,Secret Level,Atari,"Strategy, Real-Time, Fantasy",T,Xbox,0.16,0.12,0.03,N/A,0.01
LEGO DC Super-Villains,/game/xbox-one/lego-dc-super-villains,16-Oct-18,72,7.9,TT Games,Warner Bros. Interactive Entertainment,"Action Adventure, General",E10+,Xbox One,0.46,0.22,0.17,N/A,0.08
Tony Hawk's Proving Ground,/game/xbox-360/tony-hawks-proving-ground,15-Oct-07,72,5.6,Neversoft Entertainment,Activision,"Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",T,Xbox 360,0.66,0.55,0.02,N/A,0.09
Cars 3: Driven to Win,/game/playstation-4/cars-3-driven-to-win,13-Jun-17,72,6.6,Avalanche Software,Warner Bros. Interactive Entertainment,"Racing, Arcade, Automobile",E10+,PlayStation 4,0.32,0.13,0.14,0.02,0.02
GripShift,/game/xbox-360/gripshift,12-Dec-07,72,8,Sidhe Interactive,Microsoft Game Studios,"Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",E10+,Xbox 360,0.09,0.08,0.00,N/A,0.01
Tales of Zestiria,/game/playstation-4/tales-of-zestiria,20-Oct-15,72,7.3,Bandai Namco Games,Bandai Namco Games,"Role-Playing, Action RPG, Japanese-Style",T,PlayStation 4,0.45,0.18,0.16,0.04,0.07
Naruto: Clash of Ninja Revolution 2,/game/wii/naruto-clash-of-ninja-revolution-2,21-Oct-08,72,8.3,Eighting,D3,"Action, Fighting, Fighting, 3D, 3D",T,Wii,0.38,0.34,0.02,N/A,0.03
Shenmue I & II,/game/xbox-one/shenmue-i-ii,21-Aug-18,72,7.9,"Sega, d3t Ltd",Sega,"Miscellaneous, Compilation",T,Xbox One,0.27,0.09,0.10,0.05,0.04
Pro Evolution Soccer 2010,/game/psp/pro-evolution-soccer-2010,10-Nov-09,72,5.4,Konami,Konami,"Sports, Traditional, Team, Soccer, Sim, Sim",E,PSP,2.28,0.30,1.27,0.46,0.26
Dragon Ball Z: Budokai Tenkaichi 2,/game/wii/dragon-ball-z-budokai-tenkaichi-2,15-Nov-06,72,8.5,Spike,Atari,"Action, Fighting, Fighting, 3D, 3D",T,Wii,0.79,0.66,0.02,N/A,0.11
Mount & Blade,/game/pc/mount-blade,16-Sep-08,72,8.6,Taleworlds Entertainment,Paradox Interactive,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style",T,PC,0.02,N/A,0.02,N/A,0.00
Red Faction: Guerrilla Re-Mars-tered,/game/switch/red-faction-guerrilla-re-mars-tered,2-Jul-19,72,6.7,"Volition Inc., Kaiko",THQ Nordic,"Action, Shooter, Third-Person, Arcade",M,Switch,0.09,0.04,0.04,N/A,0.02
MXGP Pro,/game/xbox-one/mxgp-pro,10-Jul-18,72,6.9,Milestone S.r.l,Milestone S.r.l,"Racing, Arcade, Automobile",E,Xbox One,0.05,0.04,N/A,N/A,0.01
Mass Effect: Andromeda,/game/pc/mass-effect-andromeda,21-Mar-17,72,5,BioWare,Electronic Arts,"Action RPG, Role-Playing, Action RPG",M,PC,1.49,0.58,0.67,N/A,0.25
Lara Croft and the Temple of Osiris,/game/xbox-one/lara-croft-and-the-temple-of-osiris,9-Dec-14,72,6,Crystal Dynamics,Square Enix,"Action, Action Adventure, Platformer, Linear, 2D",T,Xbox One,0.09,N/A,0.07,N/A,0.01
Just Dance 2015,/game/playstation-4/just-dance-2015,21-Oct-14,72,5.9,Ubisoft,Ubisoft,"Action, Miscellaneous, Rhythm, Dancing",E10+,PlayStation 4,2.09,1.00,0.91,N/A,0.18
Forgotten Realms: Demon Stone,/game/xbox/forgotten-realms-demon-stone,17-Nov-04,72,6.6,Stormfront Studios,Atari,"Action, Beat-'Em-Up",T,Xbox,0.2,0.10,0.08,N/A,0.03
Steep,/game/pc/steep,2-Dec-16,72,6.8,Ubisoft Annecy,Ubisoft,"Sports, Individual, Ski / Snowboard",T,PC,1.01,0.23,0.60,0.02,0.15
Mothergunship,/game/pc/mothergunship,17-Jul-18,72,7.2,Grip Digital,Grip Digital,"Action, General",T,PC,0.01,0.01,N/A,N/A,0.00
Lemony Snicket's A Series of Unfortunate Events,/game/game-boy-advance/lemony-snickets-a-series-of-unfortunate-events,10-Nov-04,72,8,Griptonite Games,Activision,"Action, Platformer, 2D",E,Game Boy Advance,0.64,0.31,0.24,N/A,0.08
Tales of Legendia,/game/playstation-2/tales-of-legendia,7-Feb-06,72,8,Namco,Namco,"Role-Playing, Console-style RPG",T,PlayStation 2,0.49,0.07,0.05,0.35,0.02
Mercenaries 2: World in Flames,/game/xbox-360/mercenaries-2-world-in-flames,31-Aug-08,72,7.1,Pandemic Studios,EA Games,"Action Adventure, Modern, Modern, Open-World",T,Xbox 360,1.06,0.65,0.30,0.01,0.10
Worms: Battle Islands,/game/psp/worms-battle-islands,22-Nov-10,72,7.8,Team17,Team17,"Strategy, Turn-Based, Fantasy, Fantasy, Artillery",E10+,PSP,0.22,0.10,0.10,N/A,0.02
Justice League Heroes,/game/psp/justice-league-heroes,22-Nov-06,72,7.5,Snowblind Studios,Warner Bros. Interactive Entertainment,"Role-Playing, Action RPG, Action RPG",T,PSP,0.23,0.20,0.01,N/A,0.02
Namco Museum,/game/switch/namco-museum,28-Jul-17,72,7.5,"Namco, Bandai Namco Games",Bandai Namco Games,"Miscellaneous, Compilation",T,Switch,4.24,3.00,1.11,0.05,0.07
Dark Sector,/game/playstation-3/dark-sector,25-Mar-08,72,7.3,Digital Extremes,D3Publisher,"Action, Shooter, Shooter, First-Person, Third-Person, Sci-Fi, Sci-Fi, Sci-Fi, Arcade",M,PlayStation 3,0.48,0.22,0.20,0.01,0.05
Dead Rising 2: Off the Record,/game/playstation-3/dead-rising-2-off-the-record,11-Oct-11,72,7,Capcom Vancouver,Capcom,"Action Adventure, Horror, Horror, Open-World",M,PlayStation 3,0.32,0.11,0.08,0.10,0.03
Endless Ocean,/game/wii/endless-ocean,21-Jan-08,72,8.2,Arika,Nintendo,"Adventure, General, General, 3D, Third-Person",E,Wii,1.06,0.43,0.46,0.09,0.09
Star Wars Battlefront,/game/pc/star-wars-battlefront,17-Nov-15,72,3.5,EA DICE,Electronic Arts,"General, General, Action, Shooter, First-Person, Tactical",T,PC,3.61,1.93,1.22,0.03,0.44
Test Drive: Eve of Destruction,/game/xbox/test-drive-eve-of-destruction,25-Aug-04,72,8.8,Monster Games Inc.,Atari,"Driving, Demolition Derby",T,Xbox,0.23,0.11,0.09,N/A,0.03
Sword of Mana,/game/game-boy-advance/sword-of-mana,1-Dec-03,72,8.4,Brownie Brown,Nintendo,"Role-Playing, Action RPG",E,Game Boy Advance,0.74,0.31,0.11,0.30,0.02
NFL Blitz 20-03,/game/xbox/nfl-blitz-20-03,12-Aug-02,72,7.8,Point of View,Midway,"Sports, Traditional, Football, Arcade",E,Xbox,0.44,0.21,0.17,N/A,0.06
NFL Blitz 20-03,/game/gamecube/nfl-blitz-20-03,12-Aug-02,72,7.8,Point of View,Midway,"Sports, Traditional, Football, Arcade",E,GameCube,0.44,0.21,0.17,N/A,0.06
Silpheed: The Lost Planet,/game/playstation-2/silpheed-the-lost-planet,23-Apr-01,72,7.8,Treasure,Working Designs,"Action, Shooter, Scrolling",T,PlayStation 2,0.07,0.03,0.03,N/A,0.01
Super Dragon Ball Z,/game/playstation-2/super-dragon-ball-z,18-Jul-06,72,6.5,Crafts & Meister,Atari,"Action, Fighting, 3D",T,PlayStation 2,0.37,0.09,0.07,0.19,0.02
Sudeki,/game/xbox/sudeki,20-Jul-04,72,8.3,Climax Group,Microsoft Game Studios,"Role-Playing, Action RPG",M,Xbox,0.19,0.14,0.04,N/A,0.01
Amped 3,/game/xbox-360/amped-3,16-Nov-05,72,7.1,2K Sports,2K Sports,"Sports, Alternative, Individual, Snowboarding, Snowboarding, Ski / Snowboard",T,Xbox 360,0.16,0.13,0.02,N/A,0.01
NBA Live 18,/game/xbox-one/nba-live-18,15-Sep-17,72,5.2,EA Sports,Electronic Arts,"Sports, Team, Basketball, Sim",E,Xbox One,0.24,0.20,N/A,N/A,0.05
Dementium: The Ward,/game/ds/dementium-the-ward,26-Oct-07,72,7.9,Renegade Kid,Gamecock Media Group,"Action, Action Adventure, Shooter, Horror, Horror, Survival, First-Person, Modern",M,DS,0.17,0.15,0.01,N/A,0.01
Prinny: Can I Really Be the Hero?,/game/psp/prinny-can-i-really-be-the-hero,17-Feb-09,72,8.1,Nippon Ichi Software,NIS America,"Action, Platformer, Platformer, 2D, 2D",T,PSP,0.11,0.04,0.01,0.05,0.01
Zombi,/game/xbox-one/zombi,18-Aug-15,72,6.3,"Ubisoft Montpellier, Straight Right",Ubisoft,"Action, Action Adventure, Shooter, Survival, First-Person, Arcade",M,Xbox One,0.07,N/A,0.04,0.01,0.01
The Saboteur,/game/playstation-3/the-saboteur,8-Dec-09,72,8,Pandemic Studios,Electronic Arts,"Action Adventure, Historic, Historic, Open-World",M,PlayStation 3,0.51,0.26,0.20,N/A,0.05
Area 51,/game/xbox/area-51,25-Apr-05,72,7.7,Midway Studios - Austin,Midway,"Action, Shooter, First-Person, Sci-Fi",M,Xbox,0.72,0.40,0.27,N/A,0.05
LEGO Jurassic World,/game/pc/lego-jurassic-world,11-Jun-15,72,7.5,TT Games,Warner Bros. Interactive Entertainment,"Action Adventure, General",E10+,PC,1.18,0.41,0.56,0.02,0.19
Kingdom of Paradise,/game/psp/kingdom-of-paradise,15-Nov-05,72,7.5,Climax Entertainment,SCEA,"Role-Playing, Action RPG, Action RPG",T,PSP,0.15,0.14,0.00,N/A,0.02
WWE SmackDown vs. Raw 2011,/game/wii/wwe-smackdown-vs-raw-2011,26-Oct-10,72,7.8,Yuke's,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T,Wii,1.09,0.44,0.46,0.01,0.18
Theme Park,/game/ds/theme-park,20-Mar-07,72,7.6,EA Japan Studio,EA Games,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",E,DS,0.57,0.24,0.16,0.13,0.04
Mario Party DS,/game/ds/mario-party-ds,19-Nov-07,72,7.9,Hudson Soft,Nintendo,"Miscellaneous, Party, Party, Party / Minigame",E,DS,8.93,4.40,1.86,1.98,0.69
Boing! Docomodake DS,/game/ds/boing!-docomodake-ds,10-Mar-09,72,tbd,Suzak,Ignition Entertainment,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,DS,0.05,0.04,0.00,N/A,0.00
Blazing Angels 2: Secret Missions of WWII,/game/xbox-360/blazing-angels-2-secret-missions-of-wwii,18-Sep-07,72,7.8,Ubisoft Romania,Ubisoft,"Simulation, Flight, WWII, WWII, Combat",T,Xbox 360,0.15,0.10,0.03,N/A,0.02
