title,link,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
DJ Hero 2,/game/playstation-3/dj-hero-2,19-Oct-10,86,7.8,FreeStyleGames,Activision,"Action, Miscellaneous, Rhythm, Music, Music",T,PlayStation 3,0.83,0.65,0.12,N/A,0.06
Uncharted: The Nathan Drake Collection,/game/playstation-4/uncharted-the-nathan-drake-collection,9-Oct-15,86,8.6,Bluepoint Games,SCEA,"Miscellaneous, Action Adventure, General, Compilation",T,PlayStation 4,5.7,2.55,2.11,0.10,0.94
The Elder Scrolls IV: Shivering Isles,/game/xbox-360/the-elder-scrolls-iv-shivering-isles,26-Mar-07,86,8.5,Bethesda Softworks,Bethesda Softworks,"Role-Playing, First-Person, First-Person, Western-Style",M,Xbox 360,0.18,0.17,N/A,N/A,0.01
Rocket League,/game/switch/rocket-league,14-Nov-17,86,8,Psyonix,Psyonix,"Sports, Team, Soccer, Arcade",E,Switch,2.02,0.37,1.34,N/A,0.31
Supreme Commander,/game/pc/supreme-commander,20-Feb-07,86,8.3,Gas Powered Games,THQ,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",E10+,PC,0.09,0.07,0.01,N/A,0.01
Total War: Shogun 2 - Fall of the Samurai,/game/pc/total-war-shogun-2---fall-of-the-samurai,22-Mar-12,86,8.5,Creative Assembly,Sega,"Strategy, Turn-Based, Historic, General, Historic",T,PC,0.2,0.07,0.10,N/A,0.02
NBA Live 2001,/game/playstation/nba-live-2001,16-Oct-00,86,7.1,EA Sports,EA Sports,"Sports, Traditional, Basketball, Sim",E,PlayStation,1.25,0.70,0.47,N/A,0.08
Silent Hill,/game/playstation/silent-hill,31-Jan-99,86,8.9,KCET,Konami,"Action Adventure, Horror",M,PlayStation,1.6,0.71,0.48,0.30,0.10
Kirby: Canvas Curse,/game/ds/kirby-canvas-curse,13-Jun-05,86,7.8,HAL Labs,Nintendo,"Action, Platformer, Platformer, 2D, 2D",E,DS,0.72,0.36,0.00,0.32,0.03
Burnout Legends,/game/psp/burnout-legends,13-Sep-05,86,8.5,Criterion Games,EA Games,"Driving, Racing, Arcade, Arcade, Automobile",E10+,PSP,0.85,0.70,0.06,N/A,0.09
Final Fantasy XIV: Heavensward,/game/pc/final-fantasy-xiv-heavensward,23-Jun-15,86,8.4,Square Enix,Square Enix,"Massively Multiplayer Online, Fantasy, Role-Playing, Massively Multiplayer",T,PC,0.17,N/A,0.09,0.06,0.02
Football Manager 2013,/game/pc/football-manager-2013,1-Nov-12,86,6.9,Sports Interactive,Sega,"Sports, Traditional, Team, Soccer, Management, Management",NA,PC,1.06,N/A,0.96,N/A,0.10
ESPN NHL 2K5,/game/playstation-2/espn-nhl-2k5,30-Aug-04,86,8.1,Kush Games,Sega,"Sports, Traditional, Ice Hockey, Sim",E,PlayStation 2,0.88,0.43,0.33,N/A,0.11
DiRT Rally,/game/xbox-one/dirt-rally,5-Apr-16,86,8,Codemasters,Codemasters,"Racing, Simulation, Automobile",E,Xbox One,0.51,0.13,0.30,N/A,0.08
The Witcher: Enhanced Edition,/game/pc/the-witcher-enhanced-edition,16-Sep-08,86,8.5,CD Projekt Red Studio,Atari,"Role-Playing, Action RPG, Action RPG",M,PC,0.33,0.32,0.01,N/A,N/A
UFC Undisputed 3,/game/playstation-3/ufc-undisputed-3,14-Feb-12,86,7.4,Yuke's,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T,PlayStation 3,1.05,0.55,0.33,0.03,0.14
Call of Duty 2,/game/pc/call-of-duty-2,25-Oct-05,86,8.5,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",T,PC,2.06,1.84,0.04,0.01,0.16
F1 2017,/game/playstation-4/f1-2017,25-Aug-17,86,7.5,Codemasters,Codemasters,"Racing, Simulation, Automobile",E,PlayStation 4,0.62,0.04,0.47,0.02,0.09
Winning Eleven: Pro Evolution Soccer 2007,/game/playstation-2/winning-eleven-pro-evolution-soccer-2007,6-Feb-07,86,8.9,Konami,Konami,"Sports, Traditional, Soccer, Sim",E,PlayStation 2,4.39,0.10,2.39,1.05,0.86
Sid Meier's Civilization VI,/game/xbox-one/sid-meiers-civilization-vi,22-Nov-19,86,7,Aspyr,2K Games,"Strategy, Turn-Based, 4X",E10+,Xbox One,0.44,0.12,0.29,N/A,0.03
NASCAR 2005: Chase for the Cup,/game/xbox/nascar-2005-chase-for-the-cup,31-Aug-04,86,tbd,EA Tiburon,EA Games,"Driving, Racing, Stock Car",E,Xbox,1.41,0.69,0.54,N/A,0.18
Onimusha: Warlords,/game/playstation-2/onimusha-warlords,13-Mar-01,86,8.3,Capcom,Capcom,"Action Adventure, Fantasy",M,PlayStation 2,2.7,0.99,0.48,1.09,0.14
Valkyria Chronicles,/game/playstation-3/valkyria-chronicles,4-Nov-08,86,8.8,Sega,Sega,"Role-Playing, Strategy, Action RPG, Turn-Based, General, General, Historic, Tactics",T,PlayStation 3,1.27,0.71,0.19,0.24,0.12
Shovel Knight,/game/xbox-one/shovel-knight,21-Apr-15,86,7.6,Yacht Club Games,Yacht Club Games,"Action, Platformer, 2D",E,Xbox One,0.14,0.08,0.04,N/A,0.02
Resistance: Fall of Man,/game/playstation-3/resistance-fall-of-man,14-Nov-06,86,8.1,Insomniac Games,SCEA,"Action, Shooter, Shooter, First-Person, Sci-Fi, Modern, Sci-Fi, Arcade",M,PlayStation 3,4.37,1.74,1.72,0.14,0.76
Boom Blox Bash Party,/game/wii/boom-blox-bash-party,19-May-09,86,7.8,EA LA,Electronic Arts,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,Wii,0.46,0.33,0.09,N/A,0.04
Stardew Valley,/game/playstation-4/stardew-valley,13-Dec-16,86,7.9,"Sickhead Games, LLC, Eric Barone",Chucklefish,"Role-Playing, General",E10+,PlayStation 4,0.1,0.04,0.04,N/A,0.02
Rise of the Tomb Raider,/game/pc/rise-of-the-tomb-raider,28-Jan-16,86,7.9,"Crystal Dynamics, Nixxes Software",Square Enix,"Action Adventure, General, Linear",M,PC,2.07,0.61,1.08,0.05,0.32
NBA 2K14,/game/xbox-one/nba-2k14,12-Nov-13,86,5.7,Visual Concepts,2K Sports,"Sim, Sports, Traditional, Team, Basketball, Sim",E,Xbox One,2.57,2.11,0.19,0.00,0.27
Total War: WARHAMMER,/game/pc/total-war-warhammer,24-May-16,86,7.4,Creative Assembly,SegaSoft,"Strategy, Turn-Based, General",T,PC,0.22,N/A,0.21,N/A,0.01
Might & Magic: Clash of Heroes,/game/ds/might-magic-clash-of-heroes,1-Dec-09,86,7.6,Capy Games,Ubisoft,"Role-Playing, General, General",E10+,DS,0.18,0.15,0.02,N/A,0.01
Madden NFL 06,/game/xbox/madden-nfl-06,8-Aug-05,86,6.8,EA Sports,EA Sports,"Sports, Traditional, Football, Sim",E,Xbox,4.91,3.98,0.26,0.01,0.66
Donkey Kong Country: Tropical Freeze,/game/switch/donkey-kong-country-tropical-freeze,4-May-18,86,8.6,Retro Studios,Nintendo,"Action, Platformer, 2D",E,Switch,1.71,0.74,0.68,0.16,0.13
Monster Boy and the Cursed Kingdom,/game/switch/monster-boy-and-the-cursed-kingdom,4-Dec-18,86,8.3,FDG Entertainment,Sega,"Action Adventure, General",E10+,Switch,0.04,0.03,N/A,N/A,0.00
BlazBlue: Calamity Trigger,/game/xbox-360/blazblue-calamity-trigger,30-Jun-09,86,8.5,Arc System Works,Aksys Games,"Action, Fighting, Fighting, 2D, 2D",T,Xbox 360,0.57,0.36,0.10,0.06,0.06
Resident Evil 5,/game/pc/resident-evil-5,15-Sep-09,86,7.2,Capcom,Capcom,"Action Adventure, Horror, Horror, Survival",M,PC,5.1,1.96,1.42,1.08,0.64
Saints Row IV,/game/pc/saints-row-iv,19-Aug-13,86,7.4,Volition Inc.,Deep Silver,"Action Adventure, Modern, Modern, Open-World",M,PC,1.69,1.01,0.51,0.01,0.15
Final Fantasy X / X-2 HD Remaster,/game/playstation-vita/final-fantasy-x-x-2-hd-remaster,18-Mar-14,86,8.4,Virtuos,Square Enix,"Miscellaneous, Compilation",T,PlayStation Vita,1.3,0.43,0.39,0.32,0.16
Guitar Hero: Metallica,/game/playstation-3/guitar-hero-metallica,29-Mar-09,86,8.1,Neversoft Entertainment,Activision,"Action, Miscellaneous, Rhythm, Music, Music",T,PlayStation 3,0.93,0.40,0.43,N/A,0.10
Golden Sun: The Lost Age,/game/game-boy-advance/golden-sun-the-lost-age,14-Apr-03,86,9,Camelot Software Planning,Nintendo,"Role-Playing, Console-style RPG",E,Game Boy Advance,1.22,0.61,0.27,0.27,0.07
Monster Hunter 4 Ultimate,/game/3ds/monster-hunter-4-ultimate,13-Feb-15,86,8.6,Capcom,Capcom,"Role-Playing, Action RPG",T,3DS,3.96,0.72,0.49,2.63,0.12
Need for Speed: Hot Pursuit,/game/pc/need-for-speed-hot-pursuit,16-Nov-10,86,6.9,Criterion Games,Electronic Arts,"Driving, Racing, Arcade, Arcade, Automobile",E10+,PC,2.81,1.05,1.24,0.03,0.49
FIFA Soccer 13,/game/pc/fifa-soccer-13,25-Sep-12,86,6.6,Electronic Arts,EA Sports,"Sports, Traditional, Team, Soccer, Sim, Sim",E,PC,0.46,N/A,0.32,0.05,0.10
Patapon,/game/psp/patapon,26-Feb-08,86,8.7,SCE Japan Studio,SCEA,"Action, Platformer, Rhythm, General, Platformer, 2D, 2D, Music",E,PSP,0.82,0.33,0.25,0.07,0.17
Dragon Quest Builders 2,/game/playstation-4/dragon-quest-builders-2,12-Jul-19,86,7.7,"Omega Force, Square Enix",Square Enix,"Role-Playing, General, Action Adventure, Sandbox",E10+,PlayStation 4,0.15,N/A,N/A,0.15,N/A
Dragon Age: Origins,/game/xbox-360/dragon-age-origins,3-Nov-09,86,8,BioWare,Electronic Arts,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style",M,Xbox 360,2.56,1.76,0.55,0.03,0.22
Steins;Gate Elite,/game/playstation-4/steinsgate-elite,19-Feb-19,86,7.3,"5pb, Mages.",Spike Chunsoft,"Action, Adventure, General, Visual Novel",M,PlayStation 4,0.03,N/A,N/A,0.03,N/A
The Sims 3,/game/pc/the-sims-3,2-Jun-09,86,7.7,The Sims Studio,Electronic Arts,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",T,PC,7.96,1.01,6.46,N/A,0.50
NBA 2K16,/game/xbox-one/nba-2k16,25-Sep-15,86,6.1,Visual Concepts,Take-Two Interactive,"Action, General, Sports, Team, Basketball, Sim",E10+,Xbox One,3.98,2.56,0.66,0.05,0.71
Titanfall,/game/xbox-one/titanfall,11-Mar-14,86,6.7,Respawn Entertainment,Electronic Arts,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",M,Xbox One,3.11,1.88,0.91,0.04,0.28
Tomb Raider,/game/xbox-360/tomb-raider,5-Mar-13,86,8.5,Crystal Dynamics,Square Enix,"Action Adventure, Modern, General, Modern, Linear",M,Xbox 360,4.63,2.29,1.97,0.13,0.24
Titanfall,/game/pc/titanfall,11-Mar-14,86,6.3,Respawn Entertainment,Electronic Arts,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",M,PC,3.11,1.88,0.91,0.04,0.28
Rayman Origins,/game/pc/rayman-origins,29-Mar-12,86,8.3,UBlart Montpellier,Ubisoft,"Action, Platformer, Platformer, 2D, 2D",E10+,PC,1,0.33,0.50,0.01,0.16
Tony Hawk's Underground,/game/game-boy-advance/tony-hawks-underground,27-Oct-03,86,7.7,Vicarious Visions,Activision,"Sports, Alternative, Skateboarding",E,Game Boy Advance,3.9,2.29,1.17,0.01,0.42
FIFA Soccer 2003,/game/gamecube/fifa-soccer-2003,14-Nov-02,86,7.5,EA Canada,EA Sports,"Sports, Traditional, Soccer, Sim",E,GameCube,3.4,0.46,2.28,0.05,0.61
Lunar 2: Eternal Blue Complete,/game/playstation/lunar-2-eternal-blue-complete,15-Dec-00,86,9,Game Arts,Working Designs,"Role-Playing, Console-style RPG",T,PlayStation,0.35,0.19,0.13,N/A,0.02
Alundra,/game/playstation/alundra,31-Dec-97,86,8.8,Matrix Software,Working Designs,"Role-Playing, Action RPG",T,PlayStation,0.23,0.13,0.09,N/A,0.01
Gears of War 4,/game/pc/gears-of-war-4,11-Oct-16,86,6.7,The Coalition,Microsoft Game Studios,"Action, Shooter, Third-Person, Arcade",M,PC,3.38,2.17,0.90,N/A,0.32
Shantae and the Pirate's Curse,/game/switch/shantae-and-the-pirates-curse,20-Mar-18,86,8.2,WayForward,WayForward,"Action, Platformer, 2D",T,Switch,0.1,0.05,N/A,0.04,0.01
God of War: Ghost of Sparta,/game/psp/god-of-war-ghost-of-sparta,2-Nov-10,86,8.6,Ready at Dawn,SCEA,"Action Adventure, Fantasy, Fantasy, Linear",M,PSP,1.01,0.41,0.36,0.03,0.21
Diablo III: Ultimate Evil Edition,/game/xbox-one/diablo-iii-ultimate-evil-edition,19-Aug-14,86,7.8,Blizzard Entertainment,Blizzard Entertainment,"Role-Playing, Action RPG",M,Xbox One,2.82,0.83,1.48,0.08,0.44
Punch-Out!!,/game/wii/punch-out!!,18-May-09,86,8.6,Next Level Games,Nintendo,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts",E10+,Wii,0.27,0.00,0.22,0.05,N/A
ESPN College Hoops 2K5,/game/xbox/espn-college-hoops-2k5,17-Nov-04,86,7.8,Visual Concepts,Sega,"Sports, Traditional, Basketball, Sim",E,Xbox,0.84,0.41,0.32,N/A,0.11
Suikoden III,/game/playstation-2/suikoden-iii,24-Oct-02,86,8.9,KCET,Konami,"Role-Playing, Console-style RPG",T,PlayStation 2,0.98,0.29,0.23,0.38,0.08
Radiant Silvergun,/game/xbox-360/radiant-silvergun,14-Sep-11,86,8.3,Treasure,Microsoft Game Studios,"Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Vertical",T,Xbox 360,0.03,N/A,N/A,0.03,N/A
Dishonored 2,/game/pc/dishonored-2,10-Nov-16,86,7,Arkane Studios,Bethesda Softworks,"Action Adventure, General",M,PC,1.97,0.62,1.02,0.01,0.31
LEGO Star Wars II: The Original Trilogy,/game/pc/lego-star-wars-ii-the-original-trilogy,12-Sep-06,86,8.1,Traveller's Tales,LucasArts,"Action Adventure, Sci-Fi, Sci-Fi, General",E10+,PC,2.69,1.85,0.64,0.01,0.19
Guilty Gear X2 #Reload,/game/xbox/guilty-gear-x2-reload,14-Sep-04,86,7.3,Arc System Works,Majesco Games,"Action, Fighting, 2D",T,Xbox,0.15,0.11,0.03,N/A,0.01
Midnight Club II,/game/xbox/midnight-club-ii,3-Jun-03,86,7.5,Rockstar San Diego,Rockstar Games,"Driving, Racing, GT / Street",T,Xbox,1.78,1.25,0.29,N/A,0.24
Crysis 2,/game/pc/crysis-2,22-Mar-11,86,6.9,Crytek,EA Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,1.37,0.73,0.50,0.02,0.13
Mario & Luigi: Partners in Time,/game/ds/mario-luigi-partners-in-time,28-Nov-05,86,8.5,Alphadream Corporation,Nintendo,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",E,DS,1.29,0.74,0.05,0.43,0.07
Beyond Good & Evil,/game/playstation-2/beyond-good-evil,11-Nov-03,86,8.9,Ubisoft Montpellier,Ubisoft,"Action Adventure, Fantasy",T,PlayStation 2,0.33,0.16,0.13,N/A,0.04
Mortal Kombat,/game/xbox-360/mortal-kombat,19-Apr-11,86,8.3,NetherRealm Studios,Warner Bros. Interactive Entertainment,"Action, Fighting, Fighting, 2D, 2D",M,Xbox 360,2.67,1.95,0.63,N/A,0.09
Call of Duty: Modern Warfare 2,/game/pc/call-of-duty-modern-warfare-2,10-Nov-09,86,4.5,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PC,13.53,8.54,3.63,0.08,1.28
Brothers: A Tale of Two Sons,/game/xbox-360/brothers-a-tale-of-two-sons,7-Aug-13,86,8.7,Starbreeze,505 Games,"Action Adventure, Fantasy, Fantasy, Linear",T,Xbox 360,0.15,0.04,0.09,N/A,0.02
SoulCalibur III,/game/playstation-2/soulcalibur-iii,25-Oct-05,86,8.5,Namco,Namco,"Action, Fighting, 3D",T,PlayStation 2,1.07,0.74,0.15,0.13,0.05
NHL 12,/game/playstation-3/nhl-12,13-Sep-11,86,7.5,Electronic Arts,Electronic Arts,"Sports, Traditional, Team, Ice Hockey, Sim, Sim",E10+,PlayStation 3,0.7,0.55,0.10,N/A,0.05
NCAA Football 11,/game/xbox-360/ncaa-football-11,13-Jul-10,86,7.1,EA Tiburon,Electronic Arts,"Sports, Traditional, Team, Football, Sim, Sim",E,Xbox 360,0.93,0.86,N/A,N/A,0.06
Final Fantasy XII: The Zodiac Age,/game/playstation-4/final-fantasy-xii-the-zodiac-age,11-Jul-17,86,8.4,Square Enix,Square Enix,"Role-Playing, Japanese-Style",T,PlayStation 4,1.1,0.37,0.41,0.16,0.15
Max Payne 2: The Fall of Max Payne,/game/pc/max-payne-2-the-fall-of-max-payne,14-Oct-03,86,8.9,Remedy Entertainment,Rockstar Games,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M,PC,1.34,0.65,0.51,N/A,0.17
Homeworld Remastered Collection,/game/pc/homeworld-remastered-collection,25-Feb-15,86,8.2,Gearbox Software,Gearbox Software,"Miscellaneous, Compilation",E10+,PC,0.01,N/A,0.01,N/A,0.00
Planet Puzzle League,/game/ds/planet-puzzle-league,4-Jun-07,86,7.8,Intelligent Systems,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,DS,0.33,0.14,0.01,0.16,0.01
Wolfenstein II: The New Colossus,/game/pc/wolfenstein-ii-the-new-colossus,27-Oct-17,86,6.7,MachineGames,Bethesda Softworks,"Action, Shooter, First-Person, Arcade",M,PC,1.36,0.55,0.58,0.01,0.22
Animal Crossing: Wild World,/game/ds/animal-crossing-wild-world,5-Dec-05,86,8.6,Nintendo,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",E,DS,12.14,2.50,3.46,5.33,0.86
Tomb Raider,/game/pc/tomb-raider,4-Mar-13,86,8.4,"Crystal Dynamics, Nixxes Software",Square Enix,"Action Adventure, Modern, General, Modern, Linear",M,PC,4.63,2.29,1.97,0.13,0.24
Dino Crisis 2,/game/playstation/dino-crisis-2,29-Sep-00,86,9,Capcom,Capcom,"Action Adventure, Sci-Fi",M,PlayStation,1.21,0.34,0.49,0.28,0.10
Star Trek: Voyager Elite Force,/game/pc/star-trek-voyager-elite-force,20-Sep-00,86,7.8,Raven Software,Activision,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T,PC,0.15,0.07,0.06,N/A,0.02
Need for Speed: High Stakes,/game/playstation/need-for-speed-high-stakes,1-Mar-99,86,8.7,EA Canada,Electronic Arts,"Driving, Racing, Arcade",E,PlayStation,2.31,1.58,0.64,N/A,0.09
Dragon Ball FighterZ,/game/xbox-one/dragon-ball-fighterz,26-Jan-18,86,7.8,Arc System Works,Bandai Namco Games,"Action, Fighting, 2D",T,Xbox One,1.46,0.61,0.51,0.12,0.23
Destiny 2: Forsaken,/game/xbox-one/destiny-2-forsaken,4-Sep-18,86,5.4,"Bungie Software, Bungie",Activision,"Action, Shooter, First-Person, Arcade",T,Xbox One,0.36,0.19,0.11,N/A,0.06
Professor Layton and the Unwound Future,/game/ds/professor-layton-and-the-unwound-future,12-Sep-10,86,8.8,Level 5,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E10+,DS,3.28,0.61,1.58,0.82,0.27
Assassin's Creed IV: Black Flag,/game/xbox-360/assassins-creed-iv-black-flag,29-Oct-13,86,8,Ubisoft,Ubisoft,"Action Adventure, Historic, Historic, Open-World",M,Xbox 360,3.94,1.34,1.86,0.13,0.62
We Love Katamari,/game/playstation-2/we-love-katamari,20-Sep-05,86,8.8,Namco,Namco,"Action, General",E,PlayStation 2,0.52,0.26,0.20,N/A,0.07
Worldwide Soccer Manager 2008,/game/pc/worldwide-soccer-manager-2008,23-Oct-07,86,7.5,Sports Interactive,Sega,"Sports, Traditional, Team, Soccer, Management, Management",E,PC,1.12,N/A,1.12,N/A,0.00
Dance Central 2,/game/xbox-360/dance-central-2,25-Oct-11,86,8.1,Harmonix Music Systems,Microsoft Game Studios,"Action, Miscellaneous, Rhythm, Dancing, Dancing",T,Xbox 360,2.04,1.45,0.41,0.01,0.16
Sly Cooper and the Thievius Raccoonus,/game/playstation-2/sly-cooper-and-the-thievius-raccoonus,23-Sep-02,86,8.5,Sucker Punch,SCEA,"Action, Platformer, 3D",E,PlayStation 2,1.21,1.03,0.14,N/A,0.04
IL-2 Sturmovik: Forgotten Battles,/game/pc/il-2-sturmovik-forgotten-battles,2-Mar-03,86,7.9,"1C, 1C Entertainment",Ubisoft,"Simulation, Flight, WWII, WWII, Combat",T,PC,0.02,N/A,0.02,N/A,0.00
Fight Night Round 3,/game/xbox-360/fight-night-round-3,20-Feb-06,86,8.8,EA Chicago,EA Sports,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts",T,Xbox 360,1.67,0.81,0.58,0.01,0.26
F1 2016,/game/pc/f1-2016,19-Aug-16,86,7.7,Codemasters,Codemasters,"Racing, Simulation, Automobile",E,PC,0.78,0.07,0.56,0.03,0.11
Amplitude,/game/playstation-2/amplitude,24-Mar-03,86,8.6,Harmonix Music Systems,SCEA,"Miscellaneous, Rhythm, Music",T,PlayStation 2,0.18,0.09,0.07,N/A,0.02
DiRT 3,/game/pc/dirt-3,23-May-11,86,7,Codemasters,Codemasters,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",T,PC,1.06,0.27,0.58,0.01,0.20
Sonic Mania,/game/playstation-4/sonic-mania,15-Aug-17,86,8,"SegaSoft, Sega, PagodaWest Games",SegaSoft,"Action, Platformer, 2D",E,PlayStation 4,0.47,0.23,0.18,0.01,0.04
The Legend of Zelda: Four Swords Adventures,/game/gamecube/the-legend-of-zelda-four-swords-adventures,7-Jun-04,86,7.5,Nintendo,Nintendo,"Action Adventure, Fantasy",E,GameCube,0.81,0.63,0.16,N/A,0.02
Tales of Symphonia,/game/gamecube/tales-of-symphonia,13-Jul-04,86,9.1,Namco,Namco,"Role-Playing, Console-style RPG",T,GameCube,1.1,0.54,0.21,0.31,0.04
Fight Night Champion,/game/xbox-360/fight-night-champion,1-Mar-11,86,7.4,EA Canada,EA Sports,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts",M,Xbox 360,1.13,0.45,0.50,N/A,0.18
NBA Live 2004,/game/playstation-2/nba-live-2004,14-Oct-03,86,7.7,EA Sports,EA Sports,"Sports, Traditional, Basketball, Sim",E,PlayStation 2,2.03,1.57,0.18,N/A,0.27
Colin McRae Rally 3,/game/playstation-2/colin-mcrae-rally-3,22-Apr-03,86,7.6,Codemasters,Codemasters,"Driving, Racing, Rally / Offroad",E,PlayStation 2,1.4,0.03,1.05,0.02,0.30
Tom Clancy's Rainbow Six 3,/game/xbox/tom-clancys-rainbow-six-3,14-Mar-03,86,8.4,Ubisoft,Ubisoft,"Action, Shooter, First-Person, Tactical, Modern",M,Xbox,1.55,0.91,0.57,N/A,0.07
Colin McRae Rally 3,/game/xbox/colin-mcrae-rally-3,18-Feb-03,86,7.3,Codemasters,Codemasters,"Driving, Racing, Rally / Offroad",E,Xbox,1.4,0.03,1.05,0.02,0.30
Burnout 2: Point of Impact,/game/playstation-2/burnout-2-point-of-impact,30-Sep-02,86,8.2,Criterion Games,Acclaim,"Driving, Racing, Arcade",E,PlayStation 2,0.85,0.42,0.32,N/A,0.11
Unreal Tournament 2003,/game/pc/unreal-tournament-2003,30-Sep-02,86,7.8,Digital Extremes,Atari,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,0.01,N/A,0.01,N/A,0.00
Daytona USA,/game/dreamcast/daytona-usa,12-Mar-01,86,8.5,Amusement Vision,Sega,"Driving, Racing, Arcade",E,Dreamcast,0.55,N/A,N/A,0.55,N/A
Katamari Damacy,/game/playstation-2/katamari-damacy,21-Sep-04,86,8.8,Namco,Namco,"Action, General",E,PlayStation 2,0.73,0.47,0.02,0.17,0.08
Grand Theft Auto: Vice City Stories,/game/psp/grand-theft-auto-vice-city-stories,31-Oct-06,86,8.2,Rockstar Leeds,Rockstar Games,"Action Adventure, Modern, Modern, Open-World",M,PSP,5.08,1.70,2.03,0.16,1.19
Tomb Raider: Definitive Edition,/game/xbox-one/tomb-raider-definitive-edition,28-Jan-14,86,7.7,"Crystal Dynamics, United Front Games",Square Enix,"Modern, Action Adventure, General, Modern, Linear",M,Xbox One,1.51,0.47,0.74,0.06,0.23
"Warhammer 40,000: Dawn of War",/game/pc/warhammer-40000-dawn-of-war,20-Sep-04,86,8.7,Relic,THQ,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",M,PC,0.05,0.01,0.04,N/A,0.00
Diablo III,/game/playstation-3/diablo-iii,3-Sep-13,86,6.4,Blizzard Entertainment,Blizzard Entertainment,"Role-Playing, Action RPG, Action RPG",M,PlayStation 3,5.26,2.50,2.23,N/A,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,/game/xbox-360/tom-clancys-ghost-recon-advanced-warfighter-2,6-Mar-07,86,7.7,"Red Storm Entertainment, Ubisoft Paris",Ubisoft,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",T,Xbox 360,1.03,0.34,0.48,0.02,0.19
Sid Meier's Civilization VI,/game/switch/sid-meiers-civilization-vi,16-Nov-18,86,7.8,"Firaxis Games, Aspyr",2K Games,"Strategy, Turn-Based, 4X",E10+,Switch,0.44,0.12,0.29,N/A,0.03
Max Payne 3,/game/xbox-360/max-payne-3,15-May-12,86,7.9,"Rockstar Games, Rockstar Studios",Rockstar Games,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M,Xbox 360,1.86,0.59,0.93,0.06,0.27
Skate,/game/xbox-360/skate,14-Sep-07,86,8.4,EA Black Box,EA Games,"Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",T,Xbox 360,0.71,0.62,0.03,0.00,0.06
Warhammer Online: Age of Reckoning,/game/pc/warhammer-online-age-of-reckoning,16-Sep-08,86,7.9,EA Mythic,EA Games,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",T,PC,0.02,N/A,0.02,N/A,0.00
NHL 12,/game/xbox-360/nhl-12,13-Sep-11,86,7.1,Electronic Arts,Electronic Arts,"Sports, Traditional, Team, Ice Hockey, Sim, Sim",E10+,Xbox 360,0.7,0.55,0.10,N/A,0.05
Rise of the Tomb Raider,/game/xbox-one/rise-of-the-tomb-raider,10-Nov-15,86,8,Crystal Dynamics,Square Enix,"Fantasy, Action Adventure, General, Linear",M,Xbox One,2.07,0.61,1.08,0.05,0.32
Dead Space,/game/pc/dead-space,20-Oct-08,86,8.1,EA Redwood Shores,Electronic Arts,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,2,1.05,0.66,N/A,0.29
PlayerUnknown's Battlegrounds,/game/pc/playerunknowns-battlegrounds,20-Dec-17,86,4.6,"Bluehole, Inc., PUBG Corporation","Bluehole, Inc.","Action, Shooter, First-Person, Tactical",T,PC,2.17,1.29,0.69,N/A,0.20
