title,console,console_developer,n_platforms,genre,release_year,publisher,developer,critic_score,total_sale,na_sale,pal_sale,japan_sale,other_sale
Deep Labyrinth,DS,Nintendo,1,action,2006,Atlus,Unknown,5.7,0.07,0.06,0,0,0
Spawn: Armageddon,GameCube,Nintendo,3,action,2003,Namco,Point of View,6.1,0.07,0.05,0.01,0,0
X-Men: The Official Game,Game Boy Advance,Nintendo,6,action,2006,Activision,WayForward Technologies,5.5,0.07,0.05,0.02,0,0
Prince of Persia: The Fallen King,DS,Nintendo,1,action,2008,Ubisoft,Ubisoft Casablanca,6.4,0.07,0.06,0,0,0
Fist of the North Star: Ken's Rage 2,Xbox 360,Microsoft,2,action,2013,Tecmo Koei,Koei,5.5,0.06,0.03,0.01,0.02,0
Escape from Bug Island,Wii,Nintendo,1,action,2007,Eidos Interactive,Spike,3.7,0.06,0.04,0.01,0.01,0
Tron 2.0: Killer App,Game Boy Advance,Nintendo,2,action,2004,Buena Vista,Digital Eclipse Software,6.8,0.06,0.04,0.02,0,0
Cold Fear,Xbox,Microsoft,2,action,2005,Ubisoft,Darkworks,7.1,0.06,0.05,0.01,0,0
The Great Escape,Xbox,Microsoft,2,action,2008,Gotham Games,Pivotal Games,5.5,0.06,0.05,0.01,0,0
Batman: Rise of Sin Tzu,GameCube,Nintendo,4,action,2003,Ubisoft,Ubisoft Montreal,6.3,0.06,0.05,0.01,0,0
